split,expiry,entry_date,strategy,regime,rv20,rv20_rank,spot,p20,p35,p65,p80,strikes_json,entry_cashflow_points,mc_ev_gross,mc_ev_net,mc_pop,es95_points,es99_points,risk_points_per_lot,risk_budget_inr,estimated_risk_inr_per_lot,recommended_lots,contract_count,eligible,eligibility_reason,slippage_points_per_leg,entry_cost_inr_expected,entry_cost_inr_entry_only,legs_json,cpcv_frequency,status,expiry_spot,realized_pnl_points_per_unit,realized_cost_inr_per_lot,realized_pnl_inr_per_lot,forced_per_lot_evaluation,exit_spot,realized_pnl_inr,primary_strategy,signal,lots
development,2024-03-15,2024-03-12,Put Ratio Spread,medium,0.09861727891554543,0.5833333333333334,73587.94,72809.91792199845,73318.71588530362,74147.36543944138,74617.31197353198,"{""atm"": 73600.0, ""p35"": 73300.0}",168.50000000000006,15.770701997419662,13.458714308051137,0.7952,1638.9708216430722,2617.6477391256094,2617.6477391256094,2000.0,52352.954782512184,1.0,3.0,True,eligible,1.0,46.239753787371036,36.472316840000005,"[{""expiry"": ""2024-03-15"", ""option_type"": ""PE"", ""premium_points"": 404.2, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 403.2, ""side"": ""BUY"", ""strike"": 73600.0}, {""expiry"": ""2024-03-15"", ""option_type"": ""PE"", ""premium_points"": 286.35, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 287.35, ""side"": ""SELL"", ""strike"": 73300.0}]",4.0,CLOSED,72643.43,-188.07000000000693,60.386566840000185,-3821.786566840139,True,72643.43,-3821.786566840139,Put Ratio Spread,ENTER,1.0
development,2024-03-22,2024-03-19,Sell Put,high,0.1091377975213752,0.7103174603174603,72358.77,71613.30284708424,72099.93338348928,72908.28157187546,73380.69285149925,"{""atm"": 72400.0}",439.75,48.07047611273311,47.01426195773313,0.6974,1882.9678204302566,2849.2277046013187,2849.2277046013187,2000.0,56984.554092026374,1.0,1.0,True,eligible,1.0,21.124283099999996,21.124283099999996,"[{""expiry"": ""2024-03-22"", ""option_type"": ""PE"", ""premium_points"": 439.75, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 440.75, ""side"": ""SELL"", ""strike"": 72400.0}]",5.0,CLOSED,72831.94,439.75,21.124283099999996,8773.8757169,True,72831.94,8773.8757169,Sell Put,ENTER,1.0
development,2024-03-28,2024-03-22,Sell Put,high,0.11188069512894155,0.746031746031746,72214.71,71456.41158397259,71952.89346082974,72749.41782570588,73215.11314576169,"{""atm"": 72200.0}",407.0,44.08839547596478,43.06690221596478,0.7016,1821.730671461476,2660.2338919482304,2660.2338919482304,2000.0,53204.677838964606,1.0,1.0,True,eligible,1.0,20.429865200000002,20.429865200000002,"[{""expiry"": ""2024-03-28"", ""option_type"": ""PE"", ""premium_points"": 407.0, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 408.0, ""side"": ""SELL"", ""strike"": 72200.0}]",5.0,CLOSED,73651.35,407.0,20.429865200000002,8119.5701348,True,73651.35,8119.5701348,Sell Put,ENTER,1.0
development,2024-04-05,2024-04-02,Long Synthetic Future,high,0.11204332865320128,0.753968253968254,73911.85,73166.09905156898,73637.22008737556,74427.17824178048,74892.79456718144,"{""atm"": 73900.0}",-43.69999999999999,68.0433596325718,65.8044635613573,0.5342,2416.8391445692064,3485.221916686521,3485.221916686521,2000.0,69704.43833373042,1.0,2.0,True,eligible,1.0,44.777921424289644,32.60676128,"[{""expiry"": ""2024-04-05"", ""option_type"": ""CE"", ""premium_points"": 431.75, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 430.75, ""side"": ""BUY"", ""strike"": 73900.0}, {""expiry"": ""2024-04-05"", ""option_type"": ""PE"", ""premium_points"": 388.05, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 389.05, ""side"": ""SELL"", ""strike"": 73900.0}]",3.0,CLOSED,74248.22,304.5200000000012,41.31226128000003,6049.0877387200235,True,74248.22,6049.0877387200235,Long Synthetic Future,ENTER,1.0
development,2024-04-12,2024-04-08,Put Ratio Spread,medium,0.09575939543737147,0.5277777777777778,74484.61,73734.95943514263,74220.1085779819,75038.67218727105,75495.21129967463,"{""atm"": 74500.0, ""p35"": 74200.0}",214.49999999999994,65.33825657458068,62.90394644269341,0.8122,1550.0713359935698,2483.8078402137207,2483.8078402137207,2000.0,49676.15680427442,1.0,3.0,True,eligible,1.0,48.68620263774444,39.01447276,"[{""expiry"": ""2024-04-12"", ""option_type"": ""PE"", ""premium_points"": 472.3, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 471.3, ""side"": ""BUY"", ""strike"": 74500.0}, {""expiry"": ""2024-04-12"", ""option_type"": ""PE"", ""premium_points"": 343.4, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 344.4, ""side"": ""SELL"", ""strike"": 74200.0}]",4.0,CLOSED,74244.9,469.60000000000576,45.391972760000144,9346.608027240114,True,74244.9,9346.608027240114,Put Ratio Spread,ENTER,1.0
development,2024-04-19,2024-04-15,Short Straddle,medium,0.10077021999901124,0.6428571428571429,73618.19,72883.0505779031,73360.34089107509,74192.28283933246,74657.45687722879,"{""atm"": 73600.0}",1148.8,264.15808497820063,261.7601501942006,0.713,1617.085714415478,2307.5916476521597,2307.5916476521597,2000.0,46151.832953043195,1.0,2.0,True,eligible,1.0,47.95869568,47.95869568,"[{""expiry"": ""2024-04-19"", ""option_type"": ""CE"", ""premium_points"": 639.8, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 640.8, ""side"": ""SELL"", ""strike"": 73600.0}, {""expiry"": ""2024-04-19"", ""option_type"": ""PE"", ""premium_points"": 509.0, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 510.0, ""side"": ""SELL"", ""strike"": 73600.0}]",4.0,CLOSED,73088.33,637.1300000000017,47.95869568,12694.641304320035,True,73088.33,12694.641304320035,Short Straddle,ENTER,1.0
development,2024-04-26,2024-04-23,Strip,medium,0.10039035365827896,0.6349206349206349,73878.93,73139.19059659822,73642.0999512479,74428.45474827477,74914.81668376466,"{""atm"": 73900.0}",-1219.7,36.33948242460384,33.47944052557309,0.3858,1183.0324558496538,1214.939043488797,1214.939043488797,2000.0,24298.780869775943,1.0,3.0,True,eligible,1.0,57.20083798061509,25.79985092,"[{""expiry"": ""2024-04-26"", ""option_type"": ""CE"", ""premium_points"": 371.7, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 370.7, ""side"": ""BUY"", ""strike"": 73900.0}, {""expiry"": ""2024-04-26"", ""option_type"": ""PE"", ""premium_points"": 424.0, ""qty"": 2, ""quantity_per_lot"": 2, ""raw_open"": 423.0, ""side"": ""BUY"", ""strike"": 73900.0}]",3.0,CLOSED,73730.16,-880.020000000007,34.291850919999824,-17634.69185092014,True,73730.16,-17634.69185092014,Strip,ENTER,1.0
development,2024-05-03,2024-04-29,Batman,high,0.10276368751042009,0.6785714285714286,74158.67,73420.3489916276,73925.54661188311,74719.09566599716,75159.18969642835,"{""c65"": 74700.0, ""c80"": 75200.0, ""p20"": 73400.0, ""p35"": 73900.0}",4.800000000000011,28.271828333243857,24.623970194480417,0.8154,1291.586085507573,2099.9792212270386,2099.9792212270386,2000.0,41999.58442454077,1.0,6.0,True,eligible,1.0,72.95716277526857,60.15820063999999,"[{""expiry"": ""2024-05-03"", ""option_type"": ""PE"", ""premium_points"": 281.95, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 280.95, ""side"": ""BUY"", ""strike"": 73900.0}, {""expiry"": ""2024-05-03"", ""option_type"": ""PE"", ""premium_points"": 147.8, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 148.8, ""side"": ""SELL"", ""strike"": 73400.0}, {""expiry"": ""2024-05-03"", ""option_type"": ""CE"", ""premium_points"": 276.85, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 275.85, ""side"": ""BUY"", ""strike"": 74700.0}, {""expiry"": ""2024-05-03"", ""option_type"": ""CE"", ""premium_points"": 134.0, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 135.0, ""side"": ""SELL"", ""strike"": 75200.0}]",2.0,CLOSED,73878.15,26.650000000005832,60.70445064000013,472.2955493601165,True,73878.15,472.2955493601165,Batman,ENTER,1.0
development,2024-05-10,2024-05-07,Long Synthetic Future,high,0.11047089381182582,0.7777777777777778,74001.39,73294.39072436177,73779.72916616229,74535.37488069486,75021.71964576335,"{""atm"": 74000.0}",-52.19999999999999,90.39981939474009,88.09566295704967,0.5458,2384.323770792329,3348.3710677108797,3348.3710677108797,2000.0,66967.4213542176,1.0,2.0,True,eligible,1.0,46.08312875380651,33.55963528,"[{""expiry"": ""2024-05-10"", ""option_type"": ""CE"", ""premium_points"": 481.0, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 480.0, ""side"": ""BUY"", ""strike"": 74000.0}, {""expiry"": ""2024-05-10"", ""option_type"": ""PE"", ""premium_points"": 428.8, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 429.8, ""side"": ""SELL"", ""strike"": 74000.0}]",3.0,CLOSED,72664.47,-1387.7299999999989,33.55963528,-27788.159635279975,True,72664.47,-27788.159635279975,Long Synthetic Future,ENTER,1.0
development,2024-05-17,2024-05-14,Sell Put,high,0.11736407163029824,0.8968253968253969,72836.6,72139.11821308103,72585.59569689054,73358.55245771153,73810.37402926991,"{""atm"": 72800.0}",407.0,69.1764435092144,68.1549502492144,0.7226,1734.109380140782,2627.6897599291133,2627.6897599291133,2000.0,52553.795198582266,1.0,1.0,True,eligible,1.0,20.429865200000002,20.429865200000002,"[{""expiry"": ""2024-05-17"", ""option_type"": ""PE"", ""premium_points"": 407.0, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 408.0, ""side"": ""SELL"", ""strike"": 72800.0}]",5.0,CLOSED,73917.03,407.0,20.429865200000002,8119.5701348,True,73917.03,8119.5701348,Sell Put,ENTER,1.0
development,2024-05-24,2024-05-21,Short Strangle,medium,0.10359244412447306,0.623015873015873,73869.29,73159.84103690718,73652.89784049231,74420.9835883213,74907.55556822543,"{""c65"": 74400.0, ""p35"": 73700.0}",704.8,160.6906970625819,158.76348219858187,0.682,1622.6039304175283,2561.1922980659397,2561.1922980659397,2000.0,51223.845961318795,1.0,2.0,True,eligible,1.0,38.544297279999995,38.544297279999995,"[{""expiry"": ""2024-05-24"", ""option_type"": ""PE"", ""premium_points"": 390.85, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 391.85, ""side"": ""SELL"", ""strike"": 73700.0}, {""expiry"": ""2024-05-24"", ""option_type"": ""CE"", ""premium_points"": 313.95, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 314.95, ""side"": ""SELL"", ""strike"": 74400.0}]",3.0,CLOSED,75410.39,-305.58999999999946,38.544297279999995,-6150.344297279989,True,75410.39,-6150.344297279989,Short Strangle,ENTER,1.0
development,2024-05-31,2024-05-28,Sell Put,high,0.108564849322581,0.6944444444444444,75532.92,74796.17097960567,75290.45902258843,76086.75889948699,76552.39211823586,"{""atm"": 75500.0}",419.85,66.36220594949918,65.32708937649923,0.7154,1828.7741543048533,2743.935829750027,2743.935829750027,2000.0,54878.716595000544,1.0,1.0,True,eligible,1.0,20.70233146,20.70233146,"[{""expiry"": ""2024-05-31"", ""option_type"": ""PE"", ""premium_points"": 419.85, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 420.85, ""side"": ""SELL"", ""strike"": 75500.0}]",5.0,CLOSED,73961.31,-1118.8400000000024,20.70233146,-22397.502331460048,True,73961.31,-22397.502331460048,Sell Put,ENTER,1.0
development,2024-06-07,2024-06-04,Batman,high,0.15694227323253937,0.9880952380952381,73913.65,73169.13603074758,73646.41764823928,74414.28160002851,74869.21071707447,"{""c65"": 74400.0, ""c80"": 74900.0, ""p20"": 73200.0, ""p35"": 73600.0}",1987.25,1966.5213327839308,1958.5472575515337,0.9946,0.0,257.8624757231994,257.8624757231994,2000.0,5157.249514463988,1.0,6.0,True,eligible,1.0,159.48150464794097,146.9066203,"[{""expiry"": ""2024-06-07"", ""option_type"": ""PE"", ""premium_points"": 1201.0, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 1200.0, ""side"": ""BUY"", ""strike"": 73600.0}, {""expiry"": ""2024-06-07"", ""option_type"": ""PE"", ""premium_points"": 1181.85, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 1182.85, ""side"": ""SELL"", ""strike"": 73200.0}, {""expiry"": ""2024-06-07"", ""option_type"": ""CE"", ""premium_points"": 1301.25, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 1300.25, ""side"": ""BUY"", ""strike"": 74400.0}, {""expiry"": ""2024-06-07"", ""option_type"": ""CE"", ""premium_points"": 1062.9, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 1063.9, ""side"": ""SELL"", ""strike"": 74900.0}]",2.0,CLOSED,76693.36,693.8899999999994,204.2406203,13673.55937969999,True,76693.36,13673.55937969999,Batman,ENTER,1.0
development,2024-06-14,2024-06-11,Sell Put,high,0.2951793345379927,1.0,76555.38,75789.75347426819,76304.19094717657,77134.45854111668,77635.60852091876,"{""atm"": 76600.0}",603.55,185.51860955498884,184.28873791598886,0.7444,2122.50041048904,3590.217493793436,3590.217493793436,2000.0,71804.34987586872,1.0,1.0,True,eligible,1.0,24.597432780000002,24.597432780000002,"[{""expiry"": ""2024-06-14"", ""option_type"": ""PE"", ""premium_points"": 603.55, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 604.55, ""side"": ""SELL"", ""strike"": 76600.0}]",5.0,CLOSED,76992.77,603.55,24.597432780000002,12046.40256722,True,76992.77,12046.40256722,Sell Put,ENTER,1.0
development,2024-06-21,2024-06-18,Long Synthetic Future,high,0.29377548503318485,0.9801587301587301,77134.89,76368.0148770384,76873.27062353637,77681.05737177728,78180.33717069143,"{""atm"": 77100.0}",-35.05000000000001,118.2586320357529,115.95598891079834,0.5508,2605.492296936417,4011.0888661165377,4011.0888661165377,2000.0,80221.77732233076,1.0,2.0,True,eligible,1.0,46.05286249909072,32.73955658,"[{""expiry"": ""2024-06-21"", ""option_type"": ""CE"", ""premium_points"": 429.55, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 428.55, ""side"": ""BUY"", ""strike"": 77100.0}, {""expiry"": ""2024-06-21"", ""option_type"": ""PE"", ""premium_points"": 394.5, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 395.5, ""side"": ""SELL"", ""strike"": 77100.0}]",3.0,CLOSED,77209.9,74.84999999999417,35.48705657999985,1461.5129434198834,True,77209.9,1461.5129434198834,Long Synthetic Future,ENTER,1.0
development,2024-06-28,2024-06-25,Long Synthetic Future,high,0.28956205814879804,0.9563492063492064,77505.0,76697.77169365057,77237.7474203603,78088.78920823903,78594.54846597304,"{""atm"": 77500.0}",27.350000000000023,169.66907342840216,167.3018739354864,0.5754,2588.475859115133,4154.810244196435,4154.810244196435,2000.0,83096.2048839287,1.0,2.0,True,eligible,1.0,47.34398985831447,33.745161859999996,"[{""expiry"": ""2024-06-28"", ""option_type"": ""CE"", ""premium_points"": 415.75, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 414.75, ""side"": ""BUY"", ""strike"": 77500.0}, {""expiry"": ""2024-06-28"", ""option_type"": ""PE"", ""premium_points"": 443.1, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 444.1, ""side"": ""SELL"", ""strike"": 77500.0}]",3.0,CLOSED,79032.73,1560.0799999999958,72.06341185999989,31129.53658813992,True,79032.73,31129.53658813992,Long Synthetic Future,ENTER,1.0
development,2024-07-05,2024-07-02,Long Synthetic Future,high,0.2861531852127274,0.9325396825396826,79503.66,78708.14604008052,79226.70455602427,80089.42304650547,80593.81805408695,"{""atm"": 79500.0}",3.8000000000000114,141.9374440369977,139.52499897885141,0.555,2666.0197319707295,4180.872165449538,4180.872165449538,2000.0,83617.44330899077,1.0,2.0,True,eligible,1.0,48.24890116292552,34.590587920000004,"[{""expiry"": ""2024-07-05"", ""option_type"": ""CE"", ""premium_points"": 474.2, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 473.2, ""side"": ""BUY"", ""strike"": 79500.0}, {""expiry"": ""2024-07-05"", ""option_type"": ""PE"", ""premium_points"": 478.0, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 479.0, ""side"": ""SELL"", ""strike"": 79500.0}]",3.0,CLOSED,79996.6,500.40000000000583,47.00558792000015,9960.994412080116,True,79996.6,9960.994412080116,Long Synthetic Future,ENTER,1.0
development,2024-07-12,2024-07-09,Buy Call,low,0.05834348378947759,0.003968253968253968,80119.61,79320.5532415342,79857.11232102956,80709.16818765957,81211.51830166153,"{""atm"": 80100.0}",-392.4,162.6041808960991,161.28503903797898,0.4206,393.71914185812017,393.71914185812017,393.71914185812017,2000.0,7874.382837162403,1.0,1.0,True,eligible,1.0,26.38283716240248,12.50773264,"[{""expiry"": ""2024-07-12"", ""option_type"": ""CE"", ""premium_points"": 392.4, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 391.4, ""side"": ""BUY"", ""strike"": 80100.0}]",2.0,CLOSED,80519.34,26.93999999999653,22.991232639999915,515.8087673599307,True,80519.34,515.8087673599307,Buy Call,ENTER,1.0
