split,expiry,entry_date,strategy,regime,rv20,rv20_rank,spot,p20,p35,p65,p80,strikes_json,entry_cashflow_points,mc_ev_gross,mc_ev_net,mc_pop,es95_points,es99_points,risk_points_per_lot,risk_budget_inr,estimated_risk_inr_per_lot,recommended_lots,contract_count,eligible,eligibility_reason,slippage_points_per_leg,entry_cost_inr_expected,entry_cost_inr_entry_only,legs_json,cpcv_frequency,status,expiry_spot,realized_pnl_points_per_unit,realized_cost_inr_per_lot,realized_pnl_inr_per_lot,forced_per_lot_evaluation,exit_spot,realized_pnl_inr,primary_strategy,signal,lots
development,2024-03-15,2024-03-12,Put Ratio Spread,medium,0.09861727891554543,0.5833333333333334,73587.94,72809.91792199844,73318.71588530362,74147.36543944138,74617.31197353198,"{""atm"": 73600.0, ""p35"": 73300.0}",170.00000000000006,17.270701997419543,14.957699218050983,0.7952,1637.4718367330725,2616.1487542156106,2616.1487542156106,2000.0,52322.97508431221,1,3,True,eligible,0.5,46.260055587371035,36.492618639999996,"[{""expiry"": ""2024-03-15"", ""option_type"": ""PE"", ""premium_points"": 403.7, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 403.2, ""side"": ""BUY"", ""strike"": 73600.0}, {""expiry"": ""2024-03-15"", ""option_type"": ""PE"", ""premium_points"": 286.85, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 287.35, ""side"": ""SELL"", ""strike"": 73300.0}]",4,CLOSED,72643.43,-186.57000000000693,60.40686864000017,-3791.806868640139,True,72643.43,-3791.806868640139,Put Ratio Spread,ENTER,1
development,2024-03-22,2024-03-19,Sell Put,high,0.1091377975213752,0.7103174603174603,72358.77,71613.30284708424,72099.93338348928,72908.28157187546,73380.69285149925,"{""atm"": 72400.0}",440.25,48.57047611273295,47.513731867732915,0.6974,1882.4683505202574,2848.7282346913203,2848.7282346913203,2000.0,56974.5646938264,1,1,True,eligible,0.5,21.134884900000003,21.134884900000003,"[{""expiry"": ""2024-03-22"", ""option_type"": ""PE"", ""premium_points"": 440.25, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 440.75, ""side"": ""SELL"", ""strike"": 72400.0}]",5,CLOSED,72831.94,440.25,21.134884900000003,8783.8651151,True,72831.94,8783.8651151,Sell Put,ENTER,1
development,2024-03-28,2024-03-22,Sell Put,high,0.11188069512894155,0.746031746031746,72214.71,71456.41158397259,71952.89346082974,72749.41782570588,73215.11314576169,"{""atm"": 72200.0}",407.5,44.58839547596462,43.56637212596465,0.7016,1821.231201551477,2659.7344220382306,2659.7344220382306,2000.0,53194.688440764614,1,1,True,eligible,0.5,20.440467,20.440467,"[{""expiry"": ""2024-03-28"", ""option_type"": ""PE"", ""premium_points"": 407.5, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 408.0, ""side"": ""SELL"", ""strike"": 72200.0}]",5,CLOSED,73651.35,407.5,20.440467,8129.559533,True,73651.35,8129.559533,Sell Put,ENTER,1
development,2024-04-05,2024-04-02,Long Synthetic Future,high,0.11204332865320128,0.753968253968254,73911.85,73166.09905156898,73637.22008737556,74427.17824178048,74892.79456718144,"{""atm"": 73900.0}",-42.69999999999999,69.04335963257134,66.80397856135686,0.5352,2415.8396295692073,3484.2224016865216,3484.2224016865216,2000.0,69684.44803373043,1,2,True,eligible,0.5,44.78762142428964,32.61646128,"[{""expiry"": ""2024-04-05"", ""option_type"": ""CE"", ""premium_points"": 431.25, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 430.75, ""side"": ""BUY"", ""strike"": 73900.0}, {""expiry"": ""2024-04-05"", ""option_type"": ""PE"", ""premium_points"": 388.55, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 389.05, ""side"": ""SELL"", ""strike"": 73900.0}]",3,CLOSED,74248.22,305.5200000000012,41.32196128000003,6069.078038720023,True,74248.22,6069.078038720023,Long Synthetic Future,ENTER,1
development,2024-04-12,2024-04-08,Put Ratio Spread,medium,0.09575939543737147,0.5277777777777778,74484.61,73734.95943514263,74220.1085779819,75038.67218727105,75495.21129967461,"{""atm"": 74500.0, ""p35"": 74200.0}",215.99999999999994,66.83825657458051,64.40293135269329,0.8126,1548.57235108357,2482.3088553037205,2482.3088553037205,2000.0,49646.17710607441,1,3,True,eligible,0.5,48.70650443774445,39.03477456,"[{""expiry"": ""2024-04-12"", ""option_type"": ""PE"", ""premium_points"": 471.8, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 471.3, ""side"": ""BUY"", ""strike"": 74500.0}, {""expiry"": ""2024-04-12"", ""option_type"": ""PE"", ""premium_points"": 343.9, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 344.4, ""side"": ""SELL"", ""strike"": 74200.0}]",4,CLOSED,74244.9,471.10000000000576,45.41227456000015,9376.587725440115,True,74244.9,9376.587725440115,Put Ratio Spread,ENTER,1
development,2024-04-19,2024-04-15,Short Straddle,medium,0.10077021999901124,0.6428571428571429,73618.19,72883.0505779031,73360.34089107509,74192.28283933246,74657.45687722879,"{""atm"": 73600.0}",1149.8,265.15808497820075,262.75909001420075,0.7138,1616.086774595478,2306.5927078321597,2306.5927078321597,2000.0,46131.854156643196,1,2,True,eligible,0.5,47.97989928,47.97989928,"[{""expiry"": ""2024-04-19"", ""option_type"": ""CE"", ""premium_points"": 640.3, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 640.8, ""side"": ""SELL"", ""strike"": 73600.0}, {""expiry"": ""2024-04-19"", ""option_type"": ""PE"", ""premium_points"": 509.5, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 510.0, ""side"": ""SELL"", ""strike"": 73600.0}]",4,CLOSED,73088.33,638.1300000000017,47.97989928,12714.620100720034,True,73088.33,12714.620100720034,Short Straddle,ENTER,1
development,2024-04-26,2024-04-23,Strip,medium,0.10039035365827896,0.6349206349206349,73878.93,73139.19059659822,73642.0999512479,74428.45474827477,74914.81668376466,"{""atm"": 73900.0}",-1218.2,37.83948242460386,34.9795757955731,0.3864,1181.5323205796535,1213.4389082187972,1213.4389082187972,2000.0,24268.778164375944,1,3,True,eligible,0.5,57.198132580615095,25.797145519999997,"[{""expiry"": ""2024-04-26"", ""option_type"": ""CE"", ""premium_points"": 371.2, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 370.7, ""side"": ""BUY"", ""strike"": 73900.0}, {""expiry"": ""2024-04-26"", ""option_type"": ""PE"", ""premium_points"": 423.5, ""qty"": 2, ""quantity_per_lot"": 2, ""raw_open"": 423.0, ""side"": ""BUY"", ""strike"": 73900.0}]",3,CLOSED,73730.16,-878.520000000007,34.28914551999982,-17604.68914552014,True,73730.16,-17604.68914552014,Strip,ENTER,1
development,2024-05-03,2024-04-29,Batman,high,0.10276368751042009,0.6785714285714286,74158.67,73420.3489916276,73925.54661188311,74719.09566599716,75159.18969642834,"{""c65"": 74700.0, ""c80"": 75200.0, ""p20"": 73400.0, ""p35"": 73900.0}",7.800000000000011,31.271828333243956,27.621940014480533,0.816,1288.5881156875732,2096.981251407039,2096.981251407039,2000.0,41939.625028140785,1,6,True,eligible,0.5,72.99776637526857,60.198804239999994,"[{""expiry"": ""2024-05-03"", ""option_type"": ""PE"", ""premium_points"": 281.45, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 280.95, ""side"": ""BUY"", ""strike"": 73900.0}, {""expiry"": ""2024-05-03"", ""option_type"": ""PE"", ""premium_points"": 148.3, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 148.8, ""side"": ""SELL"", ""strike"": 73400.0}, {""expiry"": ""2024-05-03"", ""option_type"": ""CE"", ""premium_points"": 276.35, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 275.85, ""side"": ""BUY"", ""strike"": 74700.0}, {""expiry"": ""2024-05-03"", ""option_type"": ""CE"", ""premium_points"": 134.5, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 135.0, ""side"": ""SELL"", ""strike"": 75200.0}]",2,CLOSED,73878.15,29.650000000005832,60.74505424000014,532.2549457601165,True,73878.15,532.2549457601165,Batman,ENTER,1
development,2024-05-10,2024-05-07,Long Synthetic Future,high,0.11047089381182582,0.7777777777777778,74001.39,73294.39072436177,73779.72916616229,74535.37488069486,75021.71964576335,"{""atm"": 74000.0}",-51.19999999999999,91.39981939473964,89.09517795704929,0.5464,2383.3242557923295,3347.3715527108807,3347.3715527108807,2000.0,66947.43105421761,1,2,True,eligible,0.5,46.0928287538065,33.56933528,"[{""expiry"": ""2024-05-10"", ""option_type"": ""CE"", ""premium_points"": 480.5, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 480.0, ""side"": ""BUY"", ""strike"": 74000.0}, {""expiry"": ""2024-05-10"", ""option_type"": ""PE"", ""premium_points"": 429.3, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 429.8, ""side"": ""SELL"", ""strike"": 74000.0}]",3,CLOSED,72664.47,-1386.7299999999989,33.56933528,-27768.169335279978,True,72664.47,-27768.169335279978,Long Synthetic Future,ENTER,1
development,2024-05-17,2024-05-14,Batman,high,0.11736407163029824,0.8968253968253969,72836.6,72139.11821308103,72585.59569689054,73358.55245771153,73810.37402926991,"{""c65"": 73400.0, ""c80"": 73800.0, ""p20"": 72100.0, ""p35"": 72600.0}",86.60000000000002,74.79526298739812,71.04520956585948,0.8158,1263.0199063829887,2068.326069880132,2068.326069880132,2000.0,41366.521397602635,1,6,True,eligible,0.5,75.00106843077313,62.679501359999996,"[{""expiry"": ""2024-05-17"", ""option_type"": ""PE"", ""premium_points"": 330.5, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 330.0, ""side"": ""BUY"", ""strike"": 72600.0}, {""expiry"": ""2024-05-17"", ""option_type"": ""PE"", ""premium_points"": 192.9, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 193.4, ""side"": ""SELL"", ""strike"": 72100.0}, {""expiry"": ""2024-05-17"", ""option_type"": ""CE"", ""premium_points"": 262.5, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 262.0, ""side"": ""BUY"", ""strike"": 73400.0}, {""expiry"": ""2024-05-17"", ""option_type"": ""CE"", ""premium_points"": 146.9, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 147.4, ""side"": ""SELL"", ""strike"": 73800.0}]",2,CLOSED,73917.03,369.5700000000012,75.60525135999997,7315.7947486400235,True,73917.03,7315.7947486400235,Batman,ENTER,1
development,2024-05-24,2024-05-21,Short Strangle,medium,0.10359244412447306,0.623015873015873,73869.29,73159.84103690716,73652.89784049231,74420.9835883213,74907.55556822543,"{""c65"": 74400.0, ""p35"": 73700.0}",705.8,161.6906970625819,159.7624220185819,0.682,1621.6049905975292,2560.19335824594,2560.19335824594,2000.0,51203.8671649188,1,2,True,eligible,0.5,38.565500879999995,38.565500879999995,"[{""expiry"": ""2024-05-24"", ""option_type"": ""PE"", ""premium_points"": 391.35, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 391.85, ""side"": ""SELL"", ""strike"": 73700.0}, {""expiry"": ""2024-05-24"", ""option_type"": ""CE"", ""premium_points"": 314.45, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 314.95, ""side"": ""SELL"", ""strike"": 74400.0}]",3,CLOSED,75410.39,-304.58999999999946,38.565500879999995,-6130.36550087999,True,75410.39,-6130.36550087999,Short Strangle,ENTER,1
development,2024-05-31,2024-05-28,Batman,high,0.108564849322581,0.6944444444444444,75532.92,74796.17097960567,75290.45902258843,76086.75889948699,76552.39211823586,"{""c65"": 76100.0, ""c80"": 76600.0, ""p20"": 74800.0, ""p35"": 75300.0}",53.30000000000001,70.93927345032127,67.16307005431474,0.8238,1252.6459873856556,2049.950153144027,2049.950153144027,2000.0,40999.00306288054,1,6,True,eligible,0.5,75.52406792013026,62.53709788,"[{""expiry"": ""2024-05-31"", ""option_type"": ""PE"", ""premium_points"": 342.1, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 341.6, ""side"": ""BUY"", ""strike"": 75300.0}, {""expiry"": ""2024-05-31"", ""option_type"": ""PE"", ""premium_points"": 191.65, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 192.15, ""side"": ""SELL"", ""strike"": 74800.0}, {""expiry"": ""2024-05-31"", ""option_type"": ""CE"", ""premium_points"": 275.4, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 274.9, ""side"": ""BUY"", ""strike"": 76100.0}, {""expiry"": ""2024-05-31"", ""option_type"": ""CE"", ""premium_points"": 143.75, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 144.25, ""side"": ""SELL"", ""strike"": 76600.0}]",2,CLOSED,73961.31,-285.3900000000023,96.00434788000005,-5803.804347880046,True,73961.31,-5803.804347880046,Batman,ENTER,1
development,2024-06-07,2024-06-04,Batman,high,0.15694227323253937,0.9880952380952381,73913.65,73169.13603074758,73646.41764823928,74414.28160002851,74869.21071707447,"{""c65"": 74400.0, ""c80"": 74900.0, ""p20"": 73200.0, ""p35"": 73600.0}",1990.25,1969.5213327839308,1961.5452273715339,0.9946,0.0,254.86450590319967,254.86450590319967,2000.0,5097.290118063994,1,6,True,eligible,0.5,159.52210824794096,146.94722389999998,"[{""expiry"": ""2024-06-07"", ""option_type"": ""PE"", ""premium_points"": 1200.5, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 1200.0, ""side"": ""BUY"", ""strike"": 73600.0}, {""expiry"": ""2024-06-07"", ""option_type"": ""PE"", ""premium_points"": 1182.35, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 1182.85, ""side"": ""SELL"", ""strike"": 73200.0}, {""expiry"": ""2024-06-07"", ""option_type"": ""CE"", ""premium_points"": 1300.75, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 1300.25, ""side"": ""BUY"", ""strike"": 74400.0}, {""expiry"": ""2024-06-07"", ""option_type"": ""CE"", ""premium_points"": 1063.4, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 1063.9, ""side"": ""SELL"", ""strike"": 74900.0}]",2,CLOSED,76693.36,696.8899999999994,204.2812239,13733.518776099989,True,76693.36,13733.518776099989,Batman,ENTER,1
development,2024-06-14,2024-06-11,Sell Put,high,0.2951793345379927,1.0,76555.38,75789.75347426819,76304.19094717657,77134.45854111668,77635.60852091876,"{""atm"": 76600.0}",604.05,186.0186095549887,184.78820782598862,0.7444,2122.000940579041,3589.7180238834367,3589.7180238834367,2000.0,71794.36047766873,1,1,True,eligible,0.5,24.608034579999998,24.608034579999998,"[{""expiry"": ""2024-06-14"", ""option_type"": ""PE"", ""premium_points"": 604.05, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 604.55, ""side"": ""SELL"", ""strike"": 76600.0}]",5,CLOSED,76992.77,604.05,24.608034579999998,12056.39196542,True,76992.77,12056.39196542,Sell Put,ENTER,1
development,2024-06-21,2024-06-18,Long Synthetic Future,high,0.29377548503318485,0.9801587301587301,77134.89,76368.0148770384,76873.27062353637,77681.05737177728,78180.33717069142,"{""atm"": 77100.0}",-34.05000000000001,119.25863203575234,116.95550391079789,0.551,2604.4927819364175,4010.0893511165377,4010.0893511165377,2000.0,80201.78702233075,1,2,True,eligible,0.5,46.06256249909071,32.749256579999994,"[{""expiry"": ""2024-06-21"", ""option_type"": ""CE"", ""premium_points"": 429.05, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 428.55, ""side"": ""BUY"", ""strike"": 77100.0}, {""expiry"": ""2024-06-21"", ""option_type"": ""PE"", ""premium_points"": 395.0, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 395.5, ""side"": ""SELL"", ""strike"": 77100.0}]",3,CLOSED,77209.9,75.84999999999417,35.49675657999985,1481.5032434198836,True,77209.9,1481.5032434198836,Long Synthetic Future,ENTER,1
development,2024-06-28,2024-06-25,Long Synthetic Future,high,0.28956205814879804,0.9563492063492064,77505.0,76697.77169365057,77237.7474203603,78088.78920823903,78594.54846597304,"{""atm"": 77500.0}",28.350000000000023,170.6690734284017,168.301388935486,0.5754,2587.4763441151345,4153.810729196436,4153.810729196436,2000.0,83076.21458392873,1,2,True,eligible,0.5,47.35368985831447,33.75486186,"[{""expiry"": ""2024-06-28"", ""option_type"": ""CE"", ""premium_points"": 415.25, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 414.75, ""side"": ""BUY"", ""strike"": 77500.0}, {""expiry"": ""2024-06-28"", ""option_type"": ""PE"", ""premium_points"": 443.6, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 444.1, ""side"": ""SELL"", ""strike"": 77500.0}]",3,CLOSED,79032.73,1561.0799999999958,72.0731118599999,31149.526888139917,True,79032.73,31149.526888139917,Long Synthetic Future,ENTER,1
development,2024-07-05,2024-07-02,Long Synthetic Future,high,0.2861531852127274,0.9325396825396826,79503.66,78708.14604008052,79226.70455602427,80089.42304650547,80593.81805408695,"{""atm"": 79500.0}",4.800000000000011,142.93744403699725,140.52451397885102,0.5558,2665.0202169707295,4179.872650449539,4179.872650449539,2000.0,83597.45300899078,1,2,True,eligible,0.5,48.258601162925515,34.60028792000001,"[{""expiry"": ""2024-07-05"", ""option_type"": ""CE"", ""premium_points"": 473.7, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 473.2, ""side"": ""BUY"", ""strike"": 79500.0}, {""expiry"": ""2024-07-05"", ""option_type"": ""PE"", ""premium_points"": 478.5, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 479.0, ""side"": ""SELL"", ""strike"": 79500.0}]",3,CLOSED,79996.6,501.40000000000583,47.01528792000015,9980.984712080117,True,79996.6,9980.984712080117,Long Synthetic Future,ENTER,1
