split,expiry,entry_date,strategy,regime,rv20,rv20_rank,spot,p20,p35,p65,p80,strikes_json,entry_cashflow_points,mc_ev_gross,mc_ev_net,mc_pop,es95_points,es99_points,risk_points_per_lot,risk_budget_inr,estimated_risk_inr_per_lot,recommended_lots,contract_count,eligible,eligibility_reason,slippage_points_per_leg,entry_cost_inr_expected,entry_cost_inr_entry_only,legs_json,cpcv_frequency,status,expiry_spot,realized_pnl_points_per_unit,realized_cost_inr_per_lot,realized_pnl_inr_per_lot,forced_per_lot_evaluation,exit_spot,realized_pnl_inr,primary_strategy,signal,lots
development,2024-01-05,2024-01-02,Risk Reversal,high,0.11606320822148102,0.8015873015873016,72172.12,71379.2657837405,71907.02273372187,72748.80660897575,73253.64105043001,"{""c65"": 72700.0, ""p35"": 71900.0}",54.30000000000001,49.20285888852329,47.36758297950223,0.6706,2131.091607103571,3128.632290800299,3128.632290800299,2000.0,62572.64581600598,1,2,True,eligible,0.25,36.7055181804203,29.607025040000003,"[{""expiry"": ""2024-01-05"", ""option_type"": ""CE"", ""premium_points"": 211.05, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 210.8, ""side"": ""BUY"", ""strike"": 72700.0}, {""expiry"": ""2024-01-05"", ""option_type"": ""PE"", ""premium_points"": 265.35, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 265.6, ""side"": ""SELL"", ""strike"": 71900.0}]",5,CLOSED,72026.15,54.30000000000001,29.607025040000003,1056.3929749600002,True,72026.15,1056.3929749600002,Risk Reversal,ENTER,1
development,2024-01-12,2024-01-09,Long Synthetic Future,high,0.11234755291538256,0.7420634920634921,71849.59,71113.98632691246,71613.8827949209,72430.9485480098,72889.76427267972,"{""atm"": 71800.0}",-113.0,100.1617976671809,97.92859845726491,0.5402,2316.558054696082,3172.1190797471036,3172.1190797471036,2000.0,63442.38159494207,1,2,True,eligible,0.25,44.6639841983188,30.71862076,"[{""expiry"": ""2024-01-12"", ""option_type"": ""CE"", ""premium_points"": 413.55, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 413.3, ""side"": ""BUY"", ""strike"": 71800.0}, {""expiry"": ""2024-01-12"", ""option_type"": ""PE"", ""premium_points"": 300.55, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 300.8, ""side"": ""SELL"", ""strike"": 71800.0}]",3,CLOSED,72568.45,655.4499999999971,49.92987075999993,13059.070129239943,True,72568.45,13059.070129239943,Long Synthetic Future,ENTER,1
development,2024-01-19,2024-01-16,Put Ratio Spread,medium,0.10365534425834147,0.623015873015873,73214.44,72441.38625948361,72987.59649430432,73814.10994142172,74293.34996935942,"{""atm"": 73200.0, ""p35"": 73000.0}",275.0,52.039283052013594,49.585941554713706,0.781,1791.1385645848359,2803.7681054914374,2803.7681054914374,2000.0,56075.36210982875,1,3,True,eligible,0.25,49.06682994599856,39.59096952,"[{""expiry"": ""2024-01-19"", ""option_type"": ""PE"", ""premium_points"": 441.6, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 441.35, ""side"": ""BUY"", ""strike"": 73200.0}, {""expiry"": ""2024-01-19"", ""option_type"": ""PE"", ""premium_points"": 358.3, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 358.55, ""side"": ""SELL"", ""strike"": 73000.0}]",4,CLOSED,71683.23,-841.7700000000041,77.5102195200001,-16912.910219520083,True,71683.23,-16912.910219520083,Put Ratio Spread,ENTER,1
development,2024-01-25,2024-01-20,Sell Put,high,0.12676329437328096,0.9642857142857143,71847.66,71107.41430919903,71609.8632071653,72418.71808466397,72894.99778976609,"{""atm"": 71800.0}",424.65,70.54055842794304,69.50035299094301,0.7222,1923.949315599684,2853.143607203713,2853.143607203713,2000.0,57062.87214407427,1,1,True,eligible,0.25,20.80410874,20.80410874,"[{""expiry"": ""2024-01-25"", ""option_type"": ""PE"", ""premium_points"": 424.65, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 424.9, ""side"": ""SELL"", ""strike"": 71800.0}]",5,CLOSED,70700.67,-674.6800000000018,20.80410874,-13514.404108740035,True,70700.67,-13514.404108740035,Sell Put,ENTER,1
development,2024-02-02,2024-01-30,Batman,high,0.15125057192325428,1.0,71777.73,70985.80614632956,71495.82227543935,72357.91632937745,72834.70198675021,"{""c65"": 72400.0, ""c80"": 72800.0, ""p20"": 71000.0, ""p35"": 71500.0}",456.24999999999994,420.08637059304306,415.37223656168806,0.8918,1103.334993156227,2088.9551152368035,2088.9551152368035,2000.0,41779.10230473607,1,6,True,eligible,0.25,94.28268062709994,81.1409867,"[{""expiry"": ""2024-02-02"", ""option_type"": ""PE"", ""premium_points"": 569.2, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 568.95, ""side"": ""BUY"", ""strike"": 71500.0}, {""expiry"": ""2024-02-02"", ""option_type"": ""PE"", ""premium_points"": 403.75, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 404.0, ""side"": ""SELL"", ""strike"": 71000.0}, {""expiry"": ""2024-02-02"", ""option_type"": ""CE"", ""premium_points"": 485.55, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 485.3, ""side"": ""BUY"", ""strike"": 72400.0}, {""expiry"": ""2024-02-02"", ""option_type"": ""CE"", ""premium_points"": 351.75, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 352.0, ""side"": ""SELL"", ""strike"": 72800.0}]",2,CLOSED,72085.63,456.24999999999994,81.1409867,9043.859013299998,True,72085.63,9043.859013299998,Batman,ENTER,1
development,2024-02-09,2024-02-06,Sell Put,high,0.1566767566465073,0.996031746031746,71813.7,71047.76046595885,71543.60812468511,72376.294141029,72852.29279462034,"{""atm"": 71800.0}",574.75,195.76717552332366,194.56783706832366,0.7474,1816.9456187979551,2832.146285797714,2832.146285797714,2000.0,56642.925715954276,1,1,True,eligible,0.25,23.986769100000004,23.986769100000004,"[{""expiry"": ""2024-02-09"", ""option_type"": ""PE"", ""premium_points"": 574.75, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 575.0, ""side"": ""SELL"", ""strike"": 71800.0}]",5,CLOSED,71595.49,370.24000000000524,23.986769100000004,7380.813230900105,True,71595.49,7380.813230900105,Sell Put,ENTER,1
development,2024-02-16,2024-02-13,Sell Put,high,0.15408174023703014,0.9642857142857143,71006.64,70241.11562870779,70746.08403036618,71549.72489149832,72017.99742455875,"{""atm"": 71000.0}",535.35,159.8720868797409,158.7145195167409,0.742,1844.257221336673,2893.8930840370613,2893.8930840370613,2000.0,57877.861680741225,1,1,True,eligible,0.25,23.151347259999998,23.151347259999998,"[{""expiry"": ""2024-02-16"", ""option_type"": ""PE"", ""premium_points"": 535.35, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 535.6, ""side"": ""SELL"", ""strike"": 71000.0}]",5,CLOSED,72426.64,535.35,23.151347259999998,10683.84865274,True,72426.64,10683.84865274,Sell Put,ENTER,1
development,2024-02-23,2024-02-20,Sell Put,high,0.12737448008764424,0.9007936507936508,72617.27,71828.5150321985,72369.44522520556,73179.55721203856,73659.10932597563,"{""atm"": 72600.0}",528.8,151.31851261014327,150.1678894261432,0.7406,1854.1940605687005,2750.942740599011,2750.942740599011,2000.0,55018.854811980214,1,1,True,eligible,0.25,23.01246368,23.01246368,"[{""expiry"": ""2024-02-23"", ""option_type"": ""PE"", ""premium_points"": 528.8, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 529.05, ""side"": ""SELL"", ""strike"": 72600.0}]",5,CLOSED,73142.8,528.8,23.01246368,10552.98753632,True,73142.8,10552.98753632,Sell Put,ENTER,1
development,2024-03-01,2024-02-27,Short Straddle,medium,0.09668809888844578,0.5238095238095238,72809.95,72046.44013302312,72552.84178690966,73369.93215121112,73845.99815601646,"{""atm"": 72800.0}",1121.9499999999998,234.87878337692237,232.50931442592227,0.6926,1687.3535912718964,2496.916375682334,2496.916375682334,2000.0,49938.327513646684,1,2,True,eligible,0.25,47.38937901999999,47.38937901999999,"[{""expiry"": ""2024-03-01"", ""option_type"": ""CE"", ""premium_points"": 620.55, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 620.8, ""side"": ""SELL"", ""strike"": 72800.0}, {""expiry"": ""2024-03-01"", ""option_type"": ""PE"", ""premium_points"": 501.4, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 501.65, ""side"": ""SELL"", ""strike"": 72800.0}]",4,CLOSED,73745.35,176.599999999994,47.38937901999999,3484.61062097988,True,73745.35,3484.61062097988,Short Straddle,ENTER,1
development,2024-03-07,2024-03-04,Short Straddle,medium,0.10565334822636711,0.6507936507936508,73825.51,73037.97111859817,73546.66283525176,74357.55300457442,74834.80567093544,"{""atm"": 73800.0}",1044.2,149.95651751745766,147.66947756145774,0.66,1851.9170793041324,2782.309542913857,2782.309542913857,2000.0,55646.19085827714,1,2,True,eligible,0.25,45.74079912,45.74079912,"[{""expiry"": ""2024-03-07"", ""option_type"": ""CE"", ""premium_points"": 567.45, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 567.7, ""side"": ""SELL"", ""strike"": 73800.0}, {""expiry"": ""2024-03-07"", ""option_type"": ""PE"", ""premium_points"": 476.75, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 477.0, ""side"": ""SELL"", ""strike"": 73800.0}]",4,CLOSED,74119.39,724.8100000000006,45.74079912,14450.459200880012,True,74119.39,14450.459200880012,Short Straddle,ENTER,1
development,2024-03-15,2024-03-12,Put Ratio Spread,medium,0.09861727891554543,0.5833333333333334,73587.94,72809.91792199844,73318.71588530362,74147.36543944138,74617.31197353198,"{""atm"": 73600.0, ""p35"": 73300.0}",170.75000000000006,18.020701997419543,15.707191673051012,0.7952,1636.722344278073,2615.399261760611,2615.399261760611,2000.0,52307.98523521222,1,3,True,eligible,0.25,46.270206487371034,36.502769539999996,"[{""expiry"": ""2024-03-15"", ""option_type"": ""PE"", ""premium_points"": 403.45, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 403.2, ""side"": ""BUY"", ""strike"": 73600.0}, {""expiry"": ""2024-03-15"", ""option_type"": ""PE"", ""premium_points"": 287.1, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 287.35, ""side"": ""SELL"", ""strike"": 73300.0}]",4,CLOSED,72643.43,-185.82000000000693,60.41701954000017,-3776.817019540139,True,72643.43,-3776.817019540139,Put Ratio Spread,ENTER,1
development,2024-03-22,2024-03-19,Sell Put,high,0.1091377975213752,0.7103174603174603,72358.77,71613.30284708424,72099.93338348928,72908.28157187546,73380.69285149925,"{""atm"": 72400.0}",440.5,48.82047611273295,47.76346682273297,0.6976,1882.2186155652576,2848.478499736319,2848.478499736319,2000.0,56969.56999472638,1,1,True,eligible,0.25,21.140185799999998,21.140185799999998,"[{""expiry"": ""2024-03-22"", ""option_type"": ""PE"", ""premium_points"": 440.5, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 440.75, ""side"": ""SELL"", ""strike"": 72400.0}]",5,CLOSED,72831.94,440.5,21.140185799999998,8788.8598142,True,72831.94,8788.8598142,Sell Put,ENTER,1
development,2024-03-28,2024-03-22,Sell Put,high,0.11188069512894155,0.746031746031746,72214.71,71456.41158397259,71952.89346082974,72749.41782570588,73215.11314576169,"{""atm"": 72200.0}",407.75,44.83839547596462,43.81610708096463,0.7016,1820.9814665964777,2659.4846870832307,2659.4846870832307,2000.0,53189.69374166461,1,1,True,eligible,0.25,20.4457679,20.4457679,"[{""expiry"": ""2024-03-28"", ""option_type"": ""PE"", ""premium_points"": 407.75, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 408.0, ""side"": ""SELL"", ""strike"": 72200.0}]",5,CLOSED,73651.35,407.75,20.4457679,8134.5542321,True,73651.35,8134.5542321,Sell Put,ENTER,1
development,2024-04-05,2024-04-02,Long Synthetic Future,high,0.11204332865320128,0.753968253968254,73911.85,73166.09905156898,73637.22008737556,74427.17824178048,74892.79456718144,"{""atm"": 73900.0}",-42.19999999999999,69.54335963257134,67.30373606135682,0.5352,2415.3398720692076,3483.722644186521,3483.722644186521,2000.0,69674.45288373042,1,2,True,eligible,0.25,44.79247142428963,32.62131128,"[{""expiry"": ""2024-04-05"", ""option_type"": ""CE"", ""premium_points"": 431.0, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 430.75, ""side"": ""BUY"", ""strike"": 73900.0}, {""expiry"": ""2024-04-05"", ""option_type"": ""PE"", ""premium_points"": 388.8, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 389.05, ""side"": ""SELL"", ""strike"": 73900.0}]",3,CLOSED,74248.22,306.0200000000012,41.32681128000003,6079.073188720024,True,74248.22,6079.073188720024,Long Synthetic Future,ENTER,1
development,2024-04-12,2024-04-08,Put Ratio Spread,medium,0.09575939543737147,0.5277777777777778,74484.61,73734.95943514263,74220.1085779819,75038.67218727105,75495.21129967461,"{""atm"": 74500.0, ""p35"": 74200.0}",216.74999999999994,67.58825657458051,65.1524238076933,0.8128,1547.8228586285704,2481.5593628487213,2481.5593628487213,2000.0,49631.18725697443,1,3,True,eligible,0.25,48.71665533774445,39.04492546,"[{""expiry"": ""2024-04-12"", ""option_type"": ""PE"", ""premium_points"": 471.55, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 471.3, ""side"": ""BUY"", ""strike"": 74500.0}, {""expiry"": ""2024-04-12"", ""option_type"": ""PE"", ""premium_points"": 344.15, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 344.4, ""side"": ""SELL"", ""strike"": 74200.0}]",4,CLOSED,74244.9,471.85000000000576,45.42242546000015,9391.577574540115,True,74244.9,9391.577574540115,Put Ratio Spread,ENTER,1
development,2024-04-19,2024-04-15,Short Straddle,medium,0.10077021999901124,0.6428571428571429,73618.19,72883.0505779031,73360.34089107509,74192.28283933246,74657.45687722879,"{""atm"": 73600.0}",1150.3,265.65808497820075,263.2585599242007,0.714,1615.5873046854776,2306.09323792216,2306.09323792216,2000.0,46121.8647584432,1,2,True,eligible,0.25,47.990501079999994,47.990501079999994,"[{""expiry"": ""2024-04-19"", ""option_type"": ""CE"", ""premium_points"": 640.55, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 640.8, ""side"": ""SELL"", ""strike"": 73600.0}, {""expiry"": ""2024-04-19"", ""option_type"": ""PE"", ""premium_points"": 509.75, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 510.0, ""side"": ""SELL"", ""strike"": 73600.0}]",4,CLOSED,73088.33,638.6300000000017,47.990501079999994,12724.609498920036,True,73088.33,12724.609498920036,Short Straddle,ENTER,1
development,2024-04-26,2024-04-23,Strip,medium,0.10039035365827896,0.6349206349206349,73878.93,73139.19059659822,73642.0999512479,74428.45474827477,74914.81668376466,"{""atm"": 73900.0}",-1217.45,38.58948242460386,35.7296434305731,0.387,1180.7822529446537,1212.688840583797,1212.688840583797,2000.0,24253.77681167594,1,3,True,eligible,0.25,57.1967798806151,25.795792820000003,"[{""expiry"": ""2024-04-26"", ""option_type"": ""CE"", ""premium_points"": 370.95, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 370.7, ""side"": ""BUY"", ""strike"": 73900.0}, {""expiry"": ""2024-04-26"", ""option_type"": ""PE"", ""premium_points"": 423.25, ""qty"": 2, ""quantity_per_lot"": 2, ""raw_open"": 423.0, ""side"": ""BUY"", ""strike"": 73900.0}]",3,CLOSED,73730.16,-877.770000000007,34.28779281999983,-17589.68779282014,True,73730.16,-17589.68779282014,Strip,ENTER,1
development,2024-05-03,2024-04-29,Batman,high,0.10276368751042009,0.6785714285714286,74158.67,73420.3489916276,73925.54661188311,74719.09566599716,75159.18969642834,"{""c65"": 74700.0, ""c80"": 75200.0, ""p20"": 73400.0, ""p35"": 73900.0}",9.300000000000011,32.77182833324396,29.120924924480537,0.8162,1287.0891307775735,2095.4822664970397,2095.4822664970397,2000.0,41909.645329940795,1,6,True,eligible,0.25,73.01806817526858,60.21910604,"[{""expiry"": ""2024-05-03"", ""option_type"": ""PE"", ""premium_points"": 281.2, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 280.95, ""side"": ""BUY"", ""strike"": 73900.0}, {""expiry"": ""2024-05-03"", ""option_type"": ""PE"", ""premium_points"": 148.55, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 148.8, ""side"": ""SELL"", ""strike"": 73400.0}, {""expiry"": ""2024-05-03"", ""option_type"": ""CE"", ""premium_points"": 276.1, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 275.85, ""side"": ""BUY"", ""strike"": 74700.0}, {""expiry"": ""2024-05-03"", ""option_type"": ""CE"", ""premium_points"": 134.75, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 135.0, ""side"": ""SELL"", ""strike"": 75200.0}]",2,CLOSED,73878.15,31.150000000005832,60.76535604000014,562.2346439601165,True,73878.15,562.2346439601165,Batman,ENTER,1
development,2024-05-10,2024-05-07,Long Synthetic Future,high,0.11047089381182582,0.7777777777777778,74001.39,73294.39072436177,73779.72916616229,74535.37488069486,75021.71964576335,"{""atm"": 74000.0}",-50.69999999999999,91.89981939473964,89.59493545704925,0.5468,2382.8244982923297,3346.87179521088,3346.87179521088,2000.0,66937.4359042176,1,2,True,eligible,0.25,46.097678753806505,33.57418528,"[{""expiry"": ""2024-05-10"", ""option_type"": ""CE"", ""premium_points"": 480.25, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 480.0, ""side"": ""BUY"", ""strike"": 74000.0}, {""expiry"": ""2024-05-10"", ""option_type"": ""PE"", ""premium_points"": 429.55, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 429.8, ""side"": ""SELL"", ""strike"": 74000.0}]",3,CLOSED,72664.47,-1386.2299999999989,33.57418528,-27758.174185279975,True,72664.47,-27758.174185279975,Long Synthetic Future,ENTER,1
development,2024-05-17,2024-05-14,Batman,high,0.11736407163029824,0.8968253968253969,72836.6,72139.11821308103,72585.59569689054,73358.55245771153,73810.37402926991,"{""c65"": 73400.0, ""c80"": 73800.0, ""p20"": 72100.0, ""p35"": 72600.0}",88.10000000000002,76.29526298739812,72.54419447585947,0.8158,1261.5209214729884,2066.8270849701316,2066.8270849701316,2000.0,41336.54169940263,1,6,True,eligible,0.25,75.02137023077313,62.699803159999995,"[{""expiry"": ""2024-05-17"", ""option_type"": ""PE"", ""premium_points"": 330.25, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 330.0, ""side"": ""BUY"", ""strike"": 72600.0}, {""expiry"": ""2024-05-17"", ""option_type"": ""PE"", ""premium_points"": 193.15, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 193.4, ""side"": ""SELL"", ""strike"": 72100.0}, {""expiry"": ""2024-05-17"", ""option_type"": ""CE"", ""premium_points"": 262.25, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 262.0, ""side"": ""BUY"", ""strike"": 73400.0}, {""expiry"": ""2024-05-17"", ""option_type"": ""CE"", ""premium_points"": 147.15, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 147.4, ""side"": ""SELL"", ""strike"": 73800.0}]",2,CLOSED,73917.03,371.0700000000012,75.62555315999997,7345.774446840023,True,73917.03,7345.774446840023,Batman,ENTER,1
development,2024-05-24,2024-05-21,Short Strangle,medium,0.10359244412447306,0.623015873015873,73869.29,73159.84103690716,73652.89784049231,74420.9835883213,74907.55556822543,"{""c65"": 74400.0, ""p35"": 73700.0}",706.3,162.1906970625819,160.2618919285819,0.6824,1621.105520687529,2559.6938883359394,2559.6938883359394,2000.0,51193.87776671879,1,2,True,eligible,0.25,38.57610268,38.57610268,"[{""expiry"": ""2024-05-24"", ""option_type"": ""PE"", ""premium_points"": 391.6, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 391.85, ""side"": ""SELL"", ""strike"": 73700.0}, {""expiry"": ""2024-05-24"", ""option_type"": ""CE"", ""premium_points"": 314.7, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 314.95, ""side"": ""SELL"", ""strike"": 74400.0}]",3,CLOSED,75410.39,-304.08999999999946,38.57610268,-6120.376102679989,True,75410.39,-6120.376102679989,Short Strangle,ENTER,1
development,2024-05-31,2024-05-28,Batman,high,0.108564849322581,0.6944444444444444,75532.92,74796.17097960567,75290.45902258843,76086.75889948699,76552.39211823586,"{""c65"": 76100.0, ""c80"": 76600.0, ""p20"": 74800.0, ""p35"": 75300.0}",54.80000000000001,72.43927345032127,68.66205496431475,0.824,1251.1470024756554,2048.451168234027,2048.451168234027,2000.0,40969.02336468054,1,6,True,eligible,0.25,75.54436972013028,62.55739968,"[{""expiry"": ""2024-05-31"", ""option_type"": ""PE"", ""premium_points"": 341.85, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 341.6, ""side"": ""BUY"", ""strike"": 75300.0}, {""expiry"": ""2024-05-31"", ""option_type"": ""PE"", ""premium_points"": 191.9, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 192.15, ""side"": ""SELL"", ""strike"": 74800.0}, {""expiry"": ""2024-05-31"", ""option_type"": ""CE"", ""premium_points"": 275.15, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 274.9, ""side"": ""BUY"", ""strike"": 76100.0}, {""expiry"": ""2024-05-31"", ""option_type"": ""CE"", ""premium_points"": 144.0, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 144.25, ""side"": ""SELL"", ""strike"": 76600.0}]",2,CLOSED,73961.31,-283.8900000000023,96.02464968000007,-5773.824649680047,True,73961.31,-5773.824649680047,Batman,ENTER,1
development,2024-06-07,2024-06-04,Batman,high,0.15694227323253937,0.9880952380952381,73913.65,73169.13603074758,73646.41764823928,74414.28160002851,74869.21071707447,"{""c65"": 74400.0, ""c80"": 74900.0, ""p20"": 73200.0, ""p35"": 73600.0}",1991.75,1971.0213327839308,1963.0442122815336,0.9946,0.0,253.36552099319968,253.36552099319968,2000.0,5067.310419863994,1,6,True,eligible,0.25,159.542410047941,146.9675257,"[{""expiry"": ""2024-06-07"", ""option_type"": ""PE"", ""premium_points"": 1200.25, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 1200.0, ""side"": ""BUY"", ""strike"": 73600.0}, {""expiry"": ""2024-06-07"", ""option_type"": ""PE"", ""premium_points"": 1182.6, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 1182.85, ""side"": ""SELL"", ""strike"": 73200.0}, {""expiry"": ""2024-06-07"", ""option_type"": ""CE"", ""premium_points"": 1300.5, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 1300.25, ""side"": ""BUY"", ""strike"": 74400.0}, {""expiry"": ""2024-06-07"", ""option_type"": ""CE"", ""premium_points"": 1063.65, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 1063.9, ""side"": ""SELL"", ""strike"": 74900.0}]",2,CLOSED,76693.36,698.3899999999994,204.3015257,13763.498474299988,True,76693.36,13763.498474299988,Batman,ENTER,1
development,2024-06-14,2024-06-11,Sell Put,high,0.2951793345379927,1.0,76555.38,75789.75347426819,76304.19094717657,77134.45854111668,77635.60852091876,"{""atm"": 76600.0}",604.3,186.2686095549887,185.0379427809886,0.7444,2121.7512056240403,3589.468288928437,3589.468288928437,2000.0,71789.36577856874,1,1,True,eligible,0.25,24.61333548,24.61333548,"[{""expiry"": ""2024-06-14"", ""option_type"": ""PE"", ""premium_points"": 604.3, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 604.55, ""side"": ""SELL"", ""strike"": 76600.0}]",5,CLOSED,76992.77,604.3,24.61333548,12061.38666452,True,76992.77,12061.38666452,Sell Put,ENTER,1
development,2024-06-21,2024-06-18,Long Synthetic Future,high,0.29377548503318485,0.9801587301587301,77134.89,76368.0148770384,76873.27062353637,77681.05737177728,78180.33717069142,"{""atm"": 77100.0}",-33.55000000000001,119.75863203575234,117.45526141079786,0.5514,2603.993024436417,4009.589593616538,4009.589593616538,2000.0,80191.79187233077,1,2,True,eligible,0.25,46.067412499090715,32.75410658,"[{""expiry"": ""2024-06-21"", ""option_type"": ""CE"", ""premium_points"": 428.8, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 428.55, ""side"": ""BUY"", ""strike"": 77100.0}, {""expiry"": ""2024-06-21"", ""option_type"": ""PE"", ""premium_points"": 395.25, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 395.5, ""side"": ""SELL"", ""strike"": 77100.0}]",3,CLOSED,77209.9,76.34999999999417,35.50160657999985,1491.4983934198835,True,77209.9,1491.4983934198835,Long Synthetic Future,ENTER,1
development,2024-06-28,2024-06-25,Long Synthetic Future,high,0.28956205814879804,0.9563492063492064,77505.0,76697.77169365057,77237.7474203603,78088.78920823903,78594.54846597304,"{""atm"": 77500.0}",28.850000000000023,171.1690734284017,168.80114643548595,0.5756,2586.976586615134,4153.310971696436,4153.310971696436,2000.0,83066.21943392872,1,2,True,eligible,0.25,47.358539858314465,33.759711859999996,"[{""expiry"": ""2024-06-28"", ""option_type"": ""CE"", ""premium_points"": 415.0, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 414.75, ""side"": ""BUY"", ""strike"": 77500.0}, {""expiry"": ""2024-06-28"", ""option_type"": ""PE"", ""premium_points"": 443.85, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 444.1, ""side"": ""SELL"", ""strike"": 77500.0}]",3,CLOSED,79032.73,1561.5799999999958,72.0779618599999,31159.52203813992,True,79032.73,31159.52203813992,Long Synthetic Future,ENTER,1
development,2024-07-05,2024-07-02,Long Synthetic Future,high,0.2861531852127274,0.9325396825396826,79503.66,78708.14604008052,79226.70455602427,80089.42304650547,80593.81805408695,"{""atm"": 79500.0}",5.300000000000011,143.43744403699725,141.02427147885092,0.5568,2664.52045947073,4179.372892949539,4179.372892949539,2000.0,83587.45785899079,1,2,True,eligible,0.25,48.263451162925506,34.605137920000004,"[{""expiry"": ""2024-07-05"", ""option_type"": ""CE"", ""premium_points"": 473.45, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 473.2, ""side"": ""BUY"", ""strike"": 79500.0}, {""expiry"": ""2024-07-05"", ""option_type"": ""PE"", ""premium_points"": 478.75, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 479.0, ""side"": ""SELL"", ""strike"": 79500.0}]",3,CLOSED,79996.6,501.90000000000583,47.02013792000015,9990.979862080116,True,79996.6,9990.979862080116,Long Synthetic Future,ENTER,1
development,2024-07-12,2024-07-09,Buy Call,low,0.05834348378947759,0.003968253968253968,80119.61,79320.5532415342,79857.11232102956,80709.16818765957,81211.51830166153,"{""atm"": 80100.0}",-391.65,163.35418089609882,162.03510667297869,0.4208,392.9690742231202,392.9690742231202,392.9690742231202,2000.0,7859.381484462403,1,1,True,eligible,0.25,26.38148446240247,12.50637994,"[{""expiry"": ""2024-07-12"", ""option_type"": ""CE"", ""premium_points"": 391.65, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 391.4, ""side"": ""BUY"", ""strike"": 80100.0}]",2,CLOSED,80519.34,27.68999999999653,22.989879939999913,530.8101200599307,True,80519.34,530.8101200599307,Buy Call,ENTER,1
