run_timestamp_ist,decision_date,target_expiry,status,signal,spot,spot_source,mc_paths,lookback_sessions,horizon_sessions,p20_terminal,p35_terminal,p65_terminal,p80_terminal,p20_strike,p35_strike,c65_strike,c80_strike,mc_ev_points_gross,entry_cost_points,mc_ev_points_net,mc_pop,mc_es95_points,mc_es99_points,lot_size,contracts_per_strategy_lot,risk_points_per_lot,risk_budget_inr,estimated_risk_inr_per_lot,minimum_capital_for_one_lot_inr,recommended_lots,entry_cashflow_points_per_unit,entry_price_source,signal_id,notes
2026-09-19T11:17:50.379861+05:30,2026-09-17,2026-09-22,BACKFILL_ENTRY_DAY,NO_TRADE,23217.599609375,Yahoo Finance ^NSEI; model cutoff 2026-09-16,5000,756,3,22991.36847501439,23129.41426886291,23353.406221474725,23497.99309937949,23000,23150,23350,23500,-11.575601480748777,12,-23.575601480748773,0.4344,467.601073080105,780.6185953876956,65,6,780.6185953876956,2000,50740.20870020021,2537010.4350100104,0,-14.849999999999994,NSE UDiFF ClsPric 2026-09-17,2026-09-17|2026-09-22|Batman,"Preserved Batman backfill; historical bid/ask unavailable."
