run_timestamp_ist,decision_date,target_expiry,status,signal,spot,spot_source,mc_paths,lookback_sessions,horizon_sessions,p20_terminal,p35_terminal,p65_terminal,p80_terminal,p20_strike,p35_strike,c65_strike,c80_strike,mc_ev_points_gross,entry_cost_points,mc_ev_points_net,mc_pop,mc_es95_points,mc_es99_points,lot_size,contracts_per_strategy_lot,risk_points_per_lot,risk_budget_inr,estimated_risk_inr_per_lot,minimum_capital_for_one_lot_inr,recommended_lots,entry_cashflow_points_per_unit,entry_price_source,signal_id,notes
2026-09-19T10:58:19.650017+05:30,2026-09-19,,NOT_TRADING_DAY,NO_TRADE,23346.400390625,Yahoo Finance fallback_LATEST_CLOSE,5000,756,,,,,,,,,,,,,,,,65,,,,,,,,,2026-09-19||Batman,Decision date is not a NIFTY 50 trading session; no option-chain fetch was attempted.
