run_timestamp_ist,entry_timestamp_ist,decision_date,model_data_cutoff,quote_retrieved_at_ist,target_expiry,status,signal,strategy,direction_regime,vol_regime,trend60_rank,p_expand_rank,rv20_rank,filter_reason,spot,mc_paths,lookback_sessions,horizon_sessions,p20_terminal,p35_terminal,p65_terminal,p80_terminal,strategy_strikes_json,mc_ev_points_gross,entry_cost_points,mc_ev_points_net,mc_pop,mc_es95_points,mc_es99_points,lot_size,contracts_per_strategy_lot,risk_points_per_lot,risk_budget_inr,estimated_risk_inr_per_lot,minimum_capital_for_one_lot_inr,recommended_lots,entry_cashflow_points_per_unit,entry_price_source,signal_id,notes
2026-09-19T13:27:21.142133+05:30,,2026-09-19,,,,NOT_TRADING_DAY,NO_TRADE,,neutral,unknown,,,,,,5000,756,0,,,,,{},,,,,,,65,,,2000.0,,,0,,,2026-09-19|adaptive,Decision date is not a NIFTY trading session; no entry signal was evaluated.
