signal_id,decision_date,expiry,strategy,signal,spot,lot_size,lots,risk_budget_inr,mc_ev_points_net,mc_pop,es95_points,es99_points,entry_cost_points,entry_cashflow_points_per_unit,legs_json,status,exit_date,exit_spot,exit_intrinsic_points_per_unit,realized_pnl_points_per_unit,realized_pnl_inr,notes
2026-09-17|2026-09-22|Batman,2026-09-17,2026-09-22,Batman,NO_TRADE,23217.599609375,65,0,2000.0,-23.575601480748773,0.4344,467.60107308010504,780.6185953876956,12.0,-14.849999999999994,"[{""side"":""BUY"",""option_type"":""PE"",""strike"":23150.0,""quantity_per_lot"":1,""expiry"":""2026-09-22"",""premium_points"":58.55,""quote_source"":""last_price_fallback""},{""side"":""SELL"",""option_type"":""PE"",""strike"":23000.0,""quantity_per_lot"":2,""expiry"":""2026-09-22"",""premium_points"":30.25,""quote_source"":""last_price_fallback""},{""side"":""BUY"",""option_type"":""CE"",""strike"":23350.0,""quantity_per_lot"":1,""expiry"":""2026-09-22"",""premium_points"":94.6,""quote_source"":""last_price_fallback""},{""side"":""SELL"",""option_type"":""CE"",""strike"":23500.0,""quantity_per_lot"":2,""expiry"":""2026-09-22"",""premium_points"":38.9,""quote_source"":""last_price_fallback""}]",NO_TRADE,,,,,,"RETROACTIVE PAPER-TRADE BACKFILL: model data cutoff 2026-09-16; paper entry date 2026-09-17; expiry 2026-09-22; 3 future trading sessions. Option entry uses NSE UDiFF 2026-09-17 ClsPric; historical bid/ask are unavailable, so this is a reconstructed paper entry and not an executable historical quote."
