index,strategy,exit,entry_date,expiry,split,pnl_inr,mc_ev,regime
NIFTY,Adaptive,15:10,2021-08-23,2021-08-26,development,-12585.0,70.41148940433771,low
NIFTY,Adaptive,expiry_settlement,2021-08-30,2021-09-02,development,26047.50000000011,80.64377514781124,low
NIFTY,Adaptive,15:00,2021-08-30,2021-09-02,development,-39585.0,80.64377514781124,low
NIFTY,Adaptive,15:10,2021-08-30,2021-09-02,development,-39153.75,80.64377514781124,low
NIFTY,Adaptive,expiry_settlement,2021-09-06,2021-09-09,development,-7590.0,76.57046031894505,low
NIFTY,Adaptive,15:00,2021-09-06,2021-09-09,development,-7777.5,76.57046031894505,low
NIFTY,Adaptive,15:10,2021-09-06,2021-09-09,development,-7773.75,76.57046031894505,low
NIFTY,Adaptive,expiry_settlement,2021-09-13,2021-09-16,development,17100.0,65.15875573013318,low
NIFTY,Adaptive,15:00,2021-09-13,2021-09-16,development,-32970.0,65.15875573013318,low
NIFTY,Adaptive,15:10,2021-09-13,2021-09-16,development,-32850.0,65.15875573013318,low
NIFTY,Adaptive,expiry_settlement,2021-09-20,2021-09-23,development,16717.500000000055,65.72469170280355,low
NIFTY,Adaptive,15:00,2021-09-20,2021-09-23,development,-30153.75,65.72469170280355,low
NIFTY,Adaptive,15:10,2021-09-20,2021-09-23,development,-32107.5,65.72469170280355,low
NIFTY,Adaptive,expiry_settlement,2021-09-27,2021-09-30,development,-8932.5,54.43134912495372,low
NIFTY,Adaptive,15:00,2021-09-27,2021-09-30,development,-9101.25,54.43134912495372,low
NIFTY,Adaptive,15:10,2021-09-27,2021-09-30,development,-9093.75,54.43134912495372,low
NIFTY,Adaptive,expiry_settlement,2021-10-04,2021-10-07,development,5684.999999999891,62.65926538517787,low
NIFTY,Adaptive,15:00,2021-10-04,2021-10-07,development,-25005.0,62.65926538517787,low
NIFTY,Adaptive,15:10,2021-10-04,2021-10-07,development,-23632.5,62.65926538517787,low
NIFTY,Adaptive,expiry_settlement,2021-10-11,2021-10-14,development,25091.249999999945,62.06614182603801,low
NIFTY,Adaptive,15:00,2021-10-11,2021-10-14,development,-39791.25,62.06614182603801,low
NIFTY,Adaptive,15:10,2021-10-11,2021-10-14,development,-40586.25,62.06614182603801,low
NIFTY,Adaptive,expiry_settlement,2021-10-18,2021-10-21,development,22458.75000000022,84.9501142142376,medium
NIFTY,Adaptive,15:00,2021-10-18,2021-10-21,development,-73440.0,84.9501142142376,medium
NIFTY,Adaptive,15:10,2021-10-18,2021-10-21,development,-79271.24999999999,84.9501142142376,medium
NIFTY,Adaptive,expiry_settlement,2021-10-25,2021-10-28,development,-10758.75,14.43119627573156,low
NIFTY,Adaptive,15:00,2021-10-25,2021-10-28,development,-10972.499999999998,14.43119627573156,low
NIFTY,Adaptive,15:10,2021-10-25,2021-10-28,development,-10934.999999999998,14.43119627573156,low
NIFTY,Adaptive,expiry_settlement,2021-11-08,2021-11-11,development,-27086.25000000011,40.28336563693865,medium
NIFTY,Adaptive,15:00,2021-11-08,2021-11-11,development,-32385.0,40.28336563693865,medium
NIFTY,Adaptive,15:10,2021-11-08,2021-11-11,development,-30945.0,40.28336563693865,medium
NIFTY,Adaptive,expiry_settlement,2021-11-15,2021-11-18,development,35163.75000000011,112.74952142469785,medium
NIFTY,Adaptive,15:00,2021-11-15,2021-11-18,development,-72937.5,112.74952142469785,medium
NIFTY,Adaptive,15:10,2021-11-15,2021-11-18,development,-78776.25000000001,112.74952142469785,medium
NIFTY,Adaptive,expiry_settlement,2021-11-22,2021-11-25,development,-12840.0,29.963263001466153,medium
NIFTY,Adaptive,15:00,2021-11-22,2021-11-25,development,-45172.5,29.963263001466153,medium
NIFTY,Adaptive,15:10,2021-11-22,2021-11-25,development,-50857.5,29.963263001466153,medium
NIFTY,Batman,expiry_settlement,2021-11-29,2021-12-02,development,3644.999999999891,30.80867340927819,high
NIFTY,Batman,15:00,2021-11-29,2021-12-02,development,-187.49999999999787,30.80867340927819,high
NIFTY,Batman,15:10,2021-11-29,2021-12-02,development,1226.2499999999975,30.80867340927819,high
NIFTY,Adaptive,expiry_settlement,2021-11-29,2021-12-02,development,11722.5,38.08609288687926,high
NIFTY,Adaptive,15:00,2021-11-29,2021-12-02,development,11587.5,38.08609288687926,high
NIFTY,Adaptive,15:10,2021-11-29,2021-12-02,development,11583.750000000002,38.08609288687926,high
NIFTY,Adaptive,expiry_settlement,2021-12-06,2021-12-09,development,15509.99999999989,20.266264931599373,high
NIFTY,Adaptive,15:00,2021-12-06,2021-12-09,development,-8092.500000000002,20.266264931599373,high
NIFTY,Adaptive,15:10,2021-12-06,2021-12-09,development,-9682.500000000002,20.266264931599373,high
NIFTY,Adaptive,expiry_settlement,2021-12-13,2021-12-16,development,-29583.74999999989,27.735911436844535,high
