split,expiry,entry_date,strategy,regime,rv20,rv20_rank,spot,p20,p35,p65,p80,strikes_json,entry_cashflow_points,mc_ev_gross,mc_ev_net,mc_pop,es95_points,es99_points,risk_points_per_lot,risk_budget_inr,estimated_risk_inr_per_lot,recommended_lots,contract_count,eligible,eligibility_reason,slippage_points_per_leg,entry_cost_inr_expected,entry_cost_inr_entry_only,legs_json,cpcv_frequency,status,expiry_spot,realized_pnl_points_per_unit,realized_cost_inr_per_lot,realized_pnl_inr_per_lot,forced_per_lot_evaluation,universe,reason
development,2024-01-19,2024-01-16,Buy Put,medium,0.10365534425834147,0.623015873015873,73214.44,72441.38625948361,72987.59649430432,73814.10994142172,74293.34996935942,"{""atm"": 73200.0}",-443.35,-64.31558296005747,-65.41935728435743,0.2816,444.4537743242999,444.4537743242999,444.4537743242999,2000.0,8889.075486485997,0.0,1.0,False,negative_net_ev,2.0,22.075486485998567,12.59962606,"[{""expiry"": ""2024-01-19"", ""option_type"": ""PE"", ""premium_points"": 443.35, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 441.35, ""side"": ""BUY"", ""strike"": 73200.0}]",1.0,EVALUATED,71683.23,1073.4200000000042,50.5188760600001,21417.881123940082,True,,
development,2024-01-19,2024-01-16,Put Ratio Spread,medium,0.10365534425834147,0.623015873015873,73214.44,72441.38625948361,72987.59649430432,73814.10994142172,74293.34996935942,"{""atm"": 73200.0, ""p35"": 73000.0}",269.75,46.789283052013594,44.33949436971368,0.78,1796.3850117698357,2809.0145526764377,2809.0145526764377,2000.0,56180.29105352875,1.0,3.0,True,eligible,2.0,48.99577364599857,39.51991322,"[{""expiry"": ""2024-01-19"", ""option_type"": ""PE"", ""premium_points"": 443.35, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 441.35, ""side"": ""BUY"", ""strike"": 73200.0}, {""expiry"": ""2024-01-19"", ""option_type"": ""PE"", ""premium_points"": 356.55, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 358.55, ""side"": ""SELL"", ""strike"": 73000.0}]",4.0,EVALUATED,71683.23,-847.0200000000041,77.4391632200001,-17017.83916322008,True,,
development,2024-01-19,2024-01-16,Short Straddle,medium,0.10365534425834147,0.623015873015873,73214.44,72441.38625948361,72987.59649430432,73814.10994142172,74293.34996935942,"{""atm"": 73200.0}",876.2,-56.22535208600841,-58.33428180200837,0.5602,2202.5046303574563,3340.259785955872,3340.259785955872,2000.0,66805.19571911744,0.0,2.0,False,negative_net_ev,2.0,42.17859432000001,42.17859432000001,"[{""expiry"": ""2024-01-19"", ""option_type"": ""CE"", ""premium_points"": 436.85, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 438.85, ""side"": ""SELL"", ""strike"": 73200.0}, {""expiry"": ""2024-01-19"", ""option_type"": ""PE"", ""premium_points"": 439.35, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 441.35, ""side"": ""SELL"", ""strike"": 73200.0}]",4.0,EVALUATED,71683.23,-640.570000000004,42.17859432000001,-12853.57859432008,True,,
development,2024-01-19,2024-01-16,Short Strangle,medium,0.10365534425834147,0.623015873015873,73214.44,72441.38625948361,72987.59649430432,73814.10994142172,74293.34996935942,"{""c65"": 73800.0, ""p35"": 73000.0}",535.05,-38.9602157478992,-40.707465056899224,0.607,2145.816045129532,3239.669090828627,3239.669090828627,2000.0,64793.38181657254,0.0,2.0,False,negative_net_ev,2.0,34.94498618,34.94498618,"[{""expiry"": ""2024-01-19"", ""option_type"": ""PE"", ""premium_points"": 356.55, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 358.55, ""side"": ""SELL"", ""strike"": 73000.0}, {""expiry"": ""2024-01-19"", ""option_type"": ""CE"", ""premium_points"": 178.5, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 180.5, ""side"": ""SELL"", ""strike"": 73800.0}]",3.0,EVALUATED,71683.23,-781.7200000000041,34.94498618,-15669.344986180082,True,,
development,2024-01-19,2024-01-16,Strip,medium,0.10365534425834147,0.623015873015873,73214.44,72441.38625948361,72987.59649430432,73814.10994142172,74293.34996935942,"{""atm"": 73200.0}",-1327.5500000000002,-16.090230874049233,-19.029274044456653,0.362,1277.053792931064,1319.3965865077062,1319.3965865077062,2000.0,26387.931730154123,0.0,3.0,False,negative_net_ev,2.0,58.780863408148775,25.99436918,"[{""expiry"": ""2024-01-19"", ""option_type"": ""CE"", ""premium_points"": 440.85, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 438.85, ""side"": ""BUY"", ""strike"": 73200.0}, {""expiry"": ""2024-01-19"", ""option_type"": ""PE"", ""premium_points"": 443.35, ""qty"": 2, ""quantity_per_lot"": 2, ""raw_open"": 441.35, ""side"": ""BUY"", ""strike"": 73200.0}]",3.0,EVALUATED,71683.23,1705.990000000008,101.83286918000022,34017.967130820165,True,,
development,2024-01-19,2024-01-16,Batman,medium,0.10365534425834147,0.623015873015873,73214.44,72441.38625948361,72987.59649430432,73814.10994142172,74293.34996935942,"{""c65"": 73800.0, ""c80"": 74300.0, ""p20"": 72400.0, ""p35"": 73000.0}",-23.049999999999983,-2.0042721772879153,-5.682050795972805,0.4988,1596.959175946564,2712.9115140549347,2712.9115140549347,2000.0,54258.230281098695,0.0,6.0,False,negative_net_ev,2.0,73.55557237369749,59.20531698,"[{""expiry"": ""2024-01-19"", ""option_type"": ""PE"", ""premium_points"": 360.55, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 358.55, ""side"": ""BUY"", ""strike"": 73000.0}, {""expiry"": ""2024-01-19"", ""option_type"": ""PE"", ""premium_points"": 185.55, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 187.55, ""side"": ""SELL"", ""strike"": 72400.0}, {""expiry"": ""2024-01-19"", ""option_type"": ""CE"", ""premium_points"": 182.5, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 180.5, ""side"": ""BUY"", ""strike"": 73800.0}, {""expiry"": ""2024-01-19"", ""option_type"": ""CE"", ""premium_points"": 74.45, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 76.45, ""side"": ""SELL"", ""strike"": 74300.0}]",0.0,STANDALONE_EVALUATED,71683.23,-139.82000000000406,92.12456698000011,-2888.524566980081,True,Batman_standalone,
development,2024-01-25,2024-01-20,Batman,high,0.12676329437328096,0.9642857142857143,71847.66,71107.41430919903,71609.8632071653,72418.71808466397,72894.99778976609,"{""c65"": 72400.0, ""c80"": 72900.0, ""p20"": 71100.0, ""p35"": 71600.0}",42.599999999999966,42.685541830771186,38.85724837304427,0.8136,1453.0797209661507,2435.011178877379,2435.011178877379,2000.0,48700.22357754758,1.0,6.0,True,eligible,2.0,76.56586915453894,63.06255480000001,"[{""expiry"": ""2024-01-25"", ""option_type"": ""PE"", ""premium_points"": 340.35, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 338.35, ""side"": ""BUY"", ""strike"": 71600.0}, {""expiry"": ""2024-01-25"", ""option_type"": ""PE"", ""premium_points"": 177.8, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 179.8, ""side"": ""SELL"", ""strike"": 71100.0}, {""expiry"": ""2024-01-25"", ""option_type"": ""CE"", ""premium_points"": 309.85, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 307.85, ""side"": ""BUY"", ""strike"": 72400.0}, {""expiry"": ""2024-01-25"", ""option_type"": ""CE"", ""premium_points"": 168.6, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 170.6, ""side"": ""SELL"", ""strike"": 72900.0}]",2.0,EVALUATED,70700.67,143.26999999999822,85.54580480000006,2779.854195199964,True,,
development,2024-01-25,2024-01-20,Long Synthetic Future,high,0.12676329437328096,0.9642857142857143,71847.66,71107.41430919903,71609.8632071653,72418.71808466397,72894.99778976609,"{""atm"": 71800.0}",-158.05000000000007,31.26943393618477,28.909407648799544,0.517,2507.969136450069,3437.1634280540975,3437.1634280540975,2000.0,68743.26856108195,1.0,2.0,True,eligible,2.0,47.200525747706045,33.61480386,"[{""expiry"": ""2024-01-25"", ""option_type"": ""CE"", ""premium_points"": 580.95, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 578.95, ""side"": ""BUY"", ""strike"": 71800.0}, {""expiry"": ""2024-01-25"", ""option_type"": ""PE"", ""premium_points"": 422.9, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 424.9, ""side"": ""SELL"", ""strike"": 71800.0}]",3.0,EVALUATED,70700.67,-1257.380000000002,33.61480386,-25181.21480386004,True,,
development,2024-01-25,2024-01-20,Risk Reversal,high,0.12676329437328096,0.9642857142857143,71847.66,71107.41430919903,71609.8632071653,72418.71808466397,72894.99778976609,"{""c65"": 72400.0, ""p35"": 71600.0}",26.5,11.243217447336502,9.350636261568475,0.661,2122.9516913484526,3052.1459829524806,3052.1459829524806,2000.0,61042.919659049614,1.0,2.0,True,eligible,2.0,37.85162371536117,31.290676320000003,"[{""expiry"": ""2024-01-25"", ""option_type"": ""CE"", ""premium_points"": 309.85, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 307.85, ""side"": ""BUY"", ""strike"": 72400.0}, {""expiry"": ""2024-01-25"", ""option_type"": ""PE"", ""premium_points"": 336.35, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 338.35, ""side"": ""SELL"", ""strike"": 71600.0}]",5.0,EVALUATED,70700.67,-872.8300000000017,31.290676320000003,-17487.890676320036,True,,
development,2024-01-25,2024-01-20,Sell Put,high,0.12676329437328096,0.9642857142857143,71847.66,71107.41430919903,71609.8632071653,72418.71808466397,72894.99778976609,"{""atm"": 71800.0}",422.9,68.79055842794304,67.75220830594303,0.7216,1925.6974602846844,2854.891751888713,2854.891751888713,2000.0,57097.83503777426,1.0,1.0,True,eligible,2.0,20.767002440000002,20.767002440000002,"[{""expiry"": ""2024-01-25"", ""option_type"": ""PE"", ""premium_points"": 422.9, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 424.9, ""side"": ""SELL"", ""strike"": 71800.0}]",5.0,EVALUATED,70700.67,-676.4300000000018,20.767002440000002,-13549.367002440034,True,,
development,2024-01-25,2024-01-20,Batman,high,0.12676329437328096,0.9642857142857143,71847.66,71107.41430919903,71609.8632071653,72418.71808466397,72894.99778976609,"{""c65"": 72400.0, ""c80"": 72900.0, ""p20"": 71100.0, ""p35"": 71600.0}",42.599999999999966,42.685541830771186,38.85724837304427,0.8136,1453.0797209661507,2435.011178877379,2435.011178877379,2000.0,48700.22357754758,1.0,6.0,True,eligible,2.0,76.56586915453894,63.06255480000001,"[{""expiry"": ""2024-01-25"", ""option_type"": ""PE"", ""premium_points"": 340.35, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 338.35, ""side"": ""BUY"", ""strike"": 71600.0}, {""expiry"": ""2024-01-25"", ""option_type"": ""PE"", ""premium_points"": 177.8, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 179.8, ""side"": ""SELL"", ""strike"": 71100.0}, {""expiry"": ""2024-01-25"", ""option_type"": ""CE"", ""premium_points"": 309.85, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 307.85, ""side"": ""BUY"", ""strike"": 72400.0}, {""expiry"": ""2024-01-25"", ""option_type"": ""CE"", ""premium_points"": 168.6, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 170.6, ""side"": ""SELL"", ""strike"": 72900.0}]",2.0,EVALUATED,70700.67,143.26999999999822,85.54580480000006,2779.854195199964,True,Batman_standalone,
development,2024-02-02,2024-01-30,Batman,high,0.15125057192325428,1.0,71777.73,70985.80614632956,71495.82227543935,72357.91632937745,72834.70198675021,"{""c65"": 72400.0, ""c80"": 72800.0, ""p20"": 71000.0, ""p35"": 71500.0}",445.74999999999994,409.5863705930431,404.87934219168795,0.8902,1113.8278875262272,2099.4480096068037,2099.4480096068037,2000.0,41988.96019213607,1.0,6.0,True,eligible,2.0,94.14056802709993,80.9988741,"[{""expiry"": ""2024-02-02"", ""option_type"": ""PE"", ""premium_points"": 570.95, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 568.95, ""side"": ""BUY"", ""strike"": 71500.0}, {""expiry"": ""2024-02-02"", ""option_type"": ""PE"", ""premium_points"": 402.0, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 404.0, ""side"": ""SELL"", ""strike"": 71000.0}, {""expiry"": ""2024-02-02"", ""option_type"": ""CE"", ""premium_points"": 487.3, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 485.3, ""side"": ""BUY"", ""strike"": 72400.0}, {""expiry"": ""2024-02-02"", ""option_type"": ""CE"", ""premium_points"": 350.0, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 352.0, ""side"": ""SELL"", ""strike"": 72800.0}]",2.0,EVALUATED,72085.63,445.74999999999994,80.9988741,8834.001125899998,True,,
development,2024-02-02,2024-01-30,Long Synthetic Future,high,0.15125057192325428,1.0,71777.73,70985.80614632956,71495.82227543935,72357.91632937745,72834.70198675021,"{""atm"": 71800.0}",-87.54999999999995,24.316679107475792,21.685943856291345,0.5174,2510.2956092628956,3399.8157020543767,3399.8157020543767,2000.0,67996.31404108753,1.0,2.0,True,eligible,2.0,52.61470502369064,39.838787620000005,"[{""expiry"": ""2024-02-02"", ""option_type"": ""CE"", ""premium_points"": 786.5, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 784.5, ""side"": ""BUY"", ""strike"": 71800.0}, {""expiry"": ""2024-02-02"", ""option_type"": ""PE"", ""premium_points"": 698.95, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 700.95, ""side"": ""SELL"", ""strike"": 71800.0}]",3.0,EVALUATED,72085.63,198.0800000000047,46.97953762000012,3914.620462380094,True,,
development,2024-02-02,2024-01-30,Risk Reversal,high,0.15125057192325428,1.0,71777.73,70985.80614632956,71495.82227543935,72357.91632937745,72834.70198675021,"{""c65"": 72400.0, ""p35"": 71500.0}",79.65000000000003,48.03946437920824,45.905664850793755,0.6778,2042.5986735401254,2932.118766331606,2932.118766331606,2000.0,58642.375326632115,1.0,2.0,True,eligible,2.0,42.675990568290075,36.500275300000006,"[{""expiry"": ""2024-02-02"", ""option_type"": ""CE"", ""premium_points"": 487.3, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 485.3, ""side"": ""BUY"", ""strike"": 72400.0}, {""expiry"": ""2024-02-02"", ""option_type"": ""PE"", ""premium_points"": 566.95, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 568.95, ""side"": ""SELL"", ""strike"": 71500.0}]",5.0,EVALUATED,72085.63,79.65000000000003,36.500275300000006,1556.4997247000006,True,,
development,2024-02-02,2024-01-30,Sell Put,high,0.15125057192325428,1.0,71777.73,70985.80614632956,71495.82227543935,72357.91632937745,72834.70198675021,"{""atm"": 71800.0}",698.95,299.7799829598505,298.4489701488505,0.772,1722.495886822711,2612.015979614193,2612.015979614193,2000.0,52240.31959228386,1.0,1.0,True,eligible,2.0,26.62025622,26.62025622,"[{""expiry"": ""2024-02-02"", ""option_type"": ""PE"", ""premium_points"": 698.95, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 700.95, ""side"": ""SELL"", ""strike"": 71800.0}]",5.0,EVALUATED,72085.63,698.95,26.62025622,13952.37974378,True,,
