run_timestamp_ist,decision_date,target_expiry,status,signal,vol_regime,rv20,rv20_rank,spot,model_data_cutoff,quote_retrieved_at_ist,horizon_sessions,primary_strategy,primary_net_ev_points,primary_mc_pop,primary_es95_points,primary_es99_points,primary_recommended_lots,primary_contracts_per_lot,primary_risk_points_per_lot,primary_risk_budget_inr,primary_minimum_capital_inr,primary_entry_cashflow_points,primary_strikes_json,primary_legs_json,candidate_count,eligible_candidate_count,signal_id,notes
2026-09-19T17:02:32.668107+05:30,2026-09-19,,NOT_TRADING_DAY,NO_TRADE,low,0.0732650152053687,0.1111111111111111,23346.400390625,2026-09-18,,0,,,,,,0,,,2000.0,,,{},[],0,0,2026-09-19||AdaptiveV1,Decision date is not a NIFTY trading session; no option-chain request was made.
