"Date","Price","Open","High","Low","Vol.","Change %"
"02/09/2026","25,867.30","25,888.70","25,922.25","25,780.90","359.39M","0.68%"
"02/06/2026","25,693.70","25,605.80","25,703.95","25,491.90","375.48M","0.20%"
"02/05/2026","25,642.80","25,755.90","25,757.65","25,579.50","343.81M","-0.52%"
"02/04/2026","25,776.00","25,675.05","25,818.55","25,563.95","429.79M","0.19%"
"02/03/2026","25,727.55","26,308.05","26,341.20","25,641.30","637.26M","2.55%"
"02/02/2026","25,088.40","24,796.50","25,108.10","24,679.40","449.22M","1.06%"
"02/01/2026","24,825.45","25,333.75","25,440.90","24,571.75","379.37M","-1.96%"
"01/30/2026","25,320.65","25,247.55","25,370.70","25,213.65","508.39M","-0.39%"
"01/29/2026","25,418.90","25,345.00","25,458.15","25,159.80","582.39M","0.30%"
"01/28/2026","25,342.75","25,258.85","25,372.10","25,187.65","574.90M","0.66%"
"01/27/2026","25,175.40","25,063.35","25,246.65","24,932.55","618.70M","0.51%"
"01/23/2026","25,048.65","25,344.60","25,347.95","25,025.30","393.94M","-0.95%"
"01/22/2026","25,289.90","25,344.15","25,435.75","25,168.50","486.40M","0.53%"
"01/21/2026","25,157.50","25,141.00","25,300.95","24,919.80","395.62M","-0.30%"
"01/20/2026","25,232.50","25,580.30","25,585.00","25,171.35","409.77M","-1.38%"
"01/19/2026","25,585.50","25,653.10","25,653.30","25,494.35","443.09M","-0.42%"
"01/16/2026","25,694.35","25,696.05","25,873.50","25,662.40","434.04M","0.11%"
"01/14/2026","25,665.60","25,648.55","25,791.75","25,603.95","393.13M","-0.26%"
"01/13/2026","25,732.30","25,897.35","25,899.80","25,603.30","339.54M","-0.22%"
"01/12/2026","25,790.25","25,669.05","25,813.15","25,473.40","275.76M","0.42%"
"01/09/2026","25,683.30","25,840.40","25,940.60","25,623.00","348.76M","-0.75%"
"01/08/2026","25,876.85","26,106.50","26,133.20","25,858.45","328.52M","-1.01%"
"01/07/2026","26,140.75","26,143.10","26,187.15","26,067.90","338.22M","-0.14%"
"01/06/2026","26,178.70","26,189.70","26,273.95","26,124.75","383.04M","-0.27%"
"01/05/2026","26,250.30","26,333.70","26,373.20","26,210.05","338.78M","-0.30%"
"01/02/2026","26,328.55","26,155.10","26,340.00","26,118.40","357.55M","0.70%"
"01/01/2026","26,146.55","26,173.30","26,197.55","26,113.40","425.63M","0.06%"
"12/31/2025","26,129.60","25,971.05","26,187.95","25,969.00","246.31M","0.74%"
"12/30/2025","25,938.85","25,940.90","25,976.75","25,878.00","396.89M","-0.01%"
"12/29/2025","25,942.10","26,063.35","26,106.80","25,920.30","234.31M","-0.38%"
"12/26/2025","26,042.30","26,121.25","26,144.20","26,008.60","142.24M","-0.38%"
"12/24/2025","26,142.10","26,170.65","26,236.40","26,123.00","188.85M","-0.13%"
"12/23/2025","26,177.15","26,205.20","26,233.55","26,119.05","216.55M","0.02%"
"12/22/2025","26,172.40","26,055.85","26,180.70","26,047.80","252.99M","0.79%"
"12/19/2025","25,966.40","25,911.50","25,993.35","25,880.45","382.93M","0.58%"
"12/18/2025","25,815.55","25,764.70","25,902.35","25,726.30","197.55M","-0.01%"
"12/17/2025","25,818.55","25,902.40","25,929.15","25,770.35","206.52M","-0.16%"
"12/16/2025","25,860.10","25,951.50","25,980.75","25,834.35","264.35M","-0.64%"
"12/15/2025","26,027.30","25,930.05","26,047.15","25,904.75","181.56M","-0.08%"
"12/12/2025","26,046.95","25,971.20","26,057.60","25,938.45","216.34M","0.57%"
"12/11/2025","25,898.55","25,771.40","25,922.80","25,693.25","206.10M","0.55%"
"12/10/2025","25,758.00","25,864.05","25,947.65","25,734.55","207.94M","-0.32%"
"12/09/2025","25,839.65","25,867.10","25,923.65","25,728.00","275.98M","-0.47%"
"12/08/2025","25,960.55","26,159.80","26,178.70","25,892.25","320.73M","-0.86%"
"12/05/2025","26,186.45","25,999.80","26,202.60","25,985.35","249.25M","0.59%"
"12/04/2025","26,033.75","25,981.85","26,098.25","25,938.95","248.10M","0.18%"
"12/03/2025","25,986.00","26,004.90","26,066.45","25,891.00","265.66M","-0.18%"
"12/02/2025","26,032.20","26,087.95","26,154.60","25,997.85","254.80M","-0.55%"
"12/01/2025","26,175.75","26,325.80","26,325.80","26,124.20","213.83M","-0.10%"
"11/28/2025","26,202.95","26,237.45","26,280.75","26,172.40","202.51M","-0.05%"
"11/27/2025","26,215.55","26,261.25","26,310.45","26,141.90","240.29M","0.04%"
"11/26/2025","26,205.30","25,842.95","26,215.15","25,842.95","275.26M","1.24%"
"11/25/2025","25,884.80","25,998.50","26,032.60","25,857.50","260.45M","-0.29%"
"11/24/2025","25,959.50","26,122.80","26,142.80","25,912.15","464.65M","-0.42%"
"11/21/2025","26,068.15","26,109.55","26,179.20","26,052.20","235.58M","-0.47%"
"11/20/2025","26,192.15","26,132.10","26,246.65","26,063.20","240.43M","0.54%"
"11/19/2025","26,052.65","25,918.10","26,074.65","25,856.20","250.11M","0.55%"
"11/18/2025","25,910.05","26,021.80","26,029.85","25,876.50","280.00M","-0.40%"
"11/17/2025","26,013.45","25,948.20","26,024.20","25,906.35","281.77M","0.40%"
"11/14/2025","25,910.05","25,767.90","25,940.20","25,740.80","518.94M","0.12%"
"11/13/2025","25,879.15","25,906.10","26,010.70","25,808.40","385.17M","0.01%"
"11/12/2025","25,875.80","25,834.30","25,934.55","25,781.15","312.59M","0.70%"
"11/11/2025","25,694.95","25,617.00","25,715.80","25,449.25","297.71M","0.47%"
"11/10/2025","25,574.35","25,503.50","25,653.45","25,503.50","243.59M","0.32%"
"11/07/2025","25,492.30","25,433.80","25,551.25","25,318.45","305.61M","-0.07%"
"11/06/2025","25,509.70","25,593.35","25,679.15","25,491.55","371.85M","-0.34%"
"11/04/2025","25,597.65","25,744.75","25,787.40","25,578.40","305.14M","-0.64%"
"11/03/2025","25,763.35","25,696.85","25,803.10","25,645.50","23.35M","0.16%"
"10/31/2025","25,722.10","25,863.80","25,953.75","25,711.20","334.38M","-0.60%"
"10/30/2025","25,877.85","25,984.40","26,032.05","25,845.25","257.37M","-0.68%"
"10/29/2025","26,053.90","25,982.00","26,097.85","25,960.30","321.88M","0.45%"
"10/28/2025","25,936.20","25,939.95","26,041.70","25,810.05","395.23M","-0.11%"
"10/27/2025","25,966.05","25,843.20","26,005.95","25,827.00","266.34M","0.66%"
"10/24/2025","25,795.15","25,935.10","25,944.15","25,718.20","284.91M","-0.37%"
"10/23/2025","25,891.40","26,057.20","26,104.20","25,862.45","448.40M","0.09%"
"10/21/2025","25,868.60","25,901.20","25,934.35","25,825.80","42.47M","0.10%"
"10/20/2025","25,843.15","25,824.60","25,926.20","25,788.50","301.13M","0.52%"
"10/17/2025","25,709.85","25,546.85","25,781.50","25,508.60","422.06M","0.49%"
"10/16/2025","25,585.30","25,394.90","25,625.40","25,376.85","372.78M","1.03%"
"10/15/2025","25,323.55","25,181.95","25,365.15","25,159.35","289.93M","0.71%"
"10/14/2025","25,145.50","25,277.55","25,310.35","25,060.55","292.13M","-0.32%"
"10/13/2025","25,227.35","25,177.30","25,267.30","25,152.30","234.29M","-0.23%"
"10/10/2025","25,285.35","25,167.65","25,330.75","25,156.85","232.94M","0.41%"
"10/09/2025","25,181.80","25,074.30","25,199.25","25,024.30","286.25M","0.54%"
"10/08/2025","25,046.15","25,079.75","25,192.50","25,008.50","227.44M","-0.25%"
"10/07/2025","25,108.30","25,085.30","25,220.90","25,076.30","287.99M","0.12%"
"10/06/2025","25,077.65","24,916.55","25,095.95","24,881.65","268.79M","0.74%"
"10/03/2025","24,894.25","24,759.55","24,904.80","24,747.55","365.85M","0.23%"
"10/01/2025","24,836.30","24,620.55","24,867.95","24,605.95","308.90M","0.92%"
"09/30/2025","24,611.10","24,691.95","24,731.80","24,587.70","303.04M","-0.10%"
"09/29/2025","24,634.90","24,728.55","24,791.30","24,606.20","394.39M","-0.08%"
"09/26/2025","24,654.70","24,818.55","24,868.60","24,629.45","291.54M","-0.95%"
"09/25/2025","24,890.85","25,034.50","25,092.70","24,878.30","342.53M","-0.66%"
"09/24/2025","25,056.90","25,108.75","25,149.85","25,027.45","244.38M","-0.45%"
"09/23/2025","25,169.50","25,209.00","25,261.90","25,084.65","299.20M","-0.13%"
"09/22/2025","25,202.35","25,238.10","25,331.70","25,151.05","254.51M","-0.49%"
"09/19/2025","25,327.05","25,410.20","25,428.75","25,286.30","380.36M","-0.38%"
"09/18/2025","25,423.60","25,441.05","25,448.95","25,329.75","272.19M","0.37%"
"09/17/2025","25,330.25","25,276.60","25,346.50","25,275.35","268.94M","0.36%"
"09/16/2025","25,239.10","25,073.60","25,261.40","25,070.45","240.12M","0.68%"
"09/15/2025","25,069.20","25,118.90","25,138.45","25,048.75","185.38M","-0.18%"
"09/12/2025","25,114.00","25,074.45","25,139.45","25,038.05","225.74M","0.43%"
"09/11/2025","25,005.50","24,945.50","25,037.30","24,940.15","224.57M","0.13%"
